op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For rent,centrs,Ģertrūdes 54,1,29.0,4,6,P. kara,Masonry,All amenities,25.0,56.9522316,24.1316755
For rent,centrs,Ģertrūdes 54,3,85.0,4,6,P. kara,Masonry,All amenities,50.0,56.9522316,24.1316755
For sale,Vecrīga,Kalēju 6,3,87.0,1,2,P. kara,Masonry,All amenities,230000.0,56.94868015,24.109829065059444
For rent,Sarkandaugava,Sarkandaugavas 2,1,34.0,4,5,103.,Brick-Panel,All amenities,300.0,56.9951843,24.1265163
For sale,Mežciems,Biķernieku 102,3,75.0,7,16,104.,Panel,All amenities,75000.0,56.95996775,24.2349046
For rent,centrs,Stabu 52,2,42.0,3,3,P. kara,Wood,All amenities,550.0,56.9537909,24.1333538
For sale,Imanta,Akāciju 6,1,46.0,6,9,Jaun.,Brick-Panel,All amenities,78000.0,56.9512026,24.0005229
For rent,centrs,Eksporta 12,2,57.0,3,6,Renov.,Brick-Panel,All amenities,500.0,56.956763,24.0954531
For rent,Pļavnieki,Keldiša 24,2,50.0,9,9,602.,Panel,All amenities,295.0,56.938043500000006,24.208771074044883
For sale,Purvciems,Raunas 58,1,30.0,3,4,Specpr.,Brick,All amenities,31000.0,56.96759045,24.187589234701967
For sale,Šampēteris-Pleskodāle,Candera 25,4,71.0,3,5,Hrušč.,Brick,All amenities,67000.0,56.93643985,24.04506112511627
For rent,Mežaparks,Viestura pr. 43,2,35.0,2,9,Specpr.,Brick,All amenities,290.0,NaN,NaN
For sale,Ķengarags,Maskavas 254,2,48.0,5,5,Hrušč.,Panel,All amenities,39900.0,56.91162465,24.174374826982554
For rent,Purvciems,Vaidavas 2,1,32.0,4,5,Specpr.,Brick-Panel,All amenities,25.0,56.965117649999996,24.176048197694833
Renting,Bolderāja,,3,,,,,,,,46.3144754,11.0480288
For sale,Ziepniekkalns,Ziepniekkalna 64,2,63.0,5,5,Jaun.,Brick-Panel,All amenities,86000.0,56.8974581,24.1389382
For sale,Sarkandaugava,Viestura pr. 45,1,34.0,1,9,Specpr.,Brick,All amenities,26000.0,NaN,NaN
For rent,Vecmīlgrāvis,Sniega 3,1,35.0,1,2,Specpr.,Brick,All amenities,170.0,57.03465345,24.098032209006707
For rent,centrs,Pētersalas 18,2,40.0,3,5,Hrušč.,Brick,All amenities,300.0,56.9684782,24.0982111
For sale,centrs,Skolas 25,4,125.0,4,5,P. kara,Masonry,All amenities,185000.0,56.956956,24.117125
For rent,Dzegužkalns,Eiženijas 17,2,40.0,4,4,Jaun.,Panel-Brick,All amenities,600.0,56.9561314,24.0541248
For sale,Bolderāja,Platā 22,1,41.0,8,9,Specpr.,Brick-Panel,All amenities,27000.0,46.770384,11.6396833
For sale,Berģi,Jaunības 11,3,140.0,3,3,Jaun.,Brick-Panel,All amenities,79000.0,56.9868556,24.2987252
For rent,centrs,Rūpniecības 7,3,108.0,4,5,P. kara,Masonry,All amenities,500.0,56.9601806,24.1028778
For sale,Pļavnieki,Slāvu 15,2,50.0,5,9,602.,Panel,All amenities,45000.0,56.92934845,24.176974045649867
For sale,Pļavnieki,Deglava 122,3,79.0,4,9,119.,Panel,All amenities,71100.0,56.94708265,24.19762763990448
For sale,Ķengarags,Bultu 3,1,32.0,7,9,467.,Panel,All amenities,28500.0,56.9078304,24.19045705057927
For sale,Ķengarags,Lokomotīves 82,3,58.0,9,9,467.,Panel,All amenities,58700.0,56.902508,24.213438312423982
For rent,Āgenskalns,Kristapa 16,2,40.0,3,5,Hrušč.,Brick,All amenities,330.0,56.943827799999994,24.062819336917098
For rent,Bolderāja,Platā 22,1,40.0,9,9,Specpr.,Brick,All amenities,170.0,46.770384,11.6396833
For sale,Bolderāja,Platā 22,1,40.0,9,9,Specpr.,Brick,All amenities,25000.0,46.770384,11.6396833
For rent,Ziepniekkalns,Īslīces 9,1,42.0,8,9,119.,Panel,All amenities,220.0,56.899444200000005,24.08474079030241
For rent,Teika,Ieriķu 37,1,31.0,2,5,LT proj.,Panel,All amenities,300.0,56.966648250000006,24.17944082207014
For sale,Sarkandaugava,Sliežu 33,2,49.0,3,5,Hrušč.,Brick,All amenities,36000.0,57.00848,24.125307095705242
For sale,Ziepniekkalns,Īslīces 14,1,36.0,10,12,Specpr.,Brick,All amenities,36500.0,56.9001589,24.08251363217124
For sale,Pļavnieki,Ilūkstes 6,1,41.0,8,9,M. ģim.,Panel,All amenities,35500.0,56.9339826,24.197050844516077
For rent,Zolitūde,Zolitūdes 46,2,56.0,4,9,119.,Panel,All amenities,25.0,56.94224055,24.006084575906545
For rent,centrs,Artilērijas 64a,1,25.0,4,6,P. kara,Brick,All amenities,230.0,56.9550229,24.1461987
For sale,Purvciems,Žagatu 20a,3,62.0,5,9,602.,Panel,All amenities,55000.0,56.96295835,24.18734441334219
For sale,Dārzciems,Ļaudonas 1,2,132.0,2,2,Jaun.,Brick-Panel,All amenities,99000.0,56.934297099999995,24.184745884076637
For sale,Teika,Vidrižu 1.c,3,72.0,1,7,Specpr.,Brick-Panel,All amenities,83000.0,56.977035,24.1783728
For sale,Jugla,Silciema 7,2,44.0,4,5,Hrušč.,Panel,All amenities,47500.0,56.98755415,24.23870921456892
For sale,Ķengarags,Prūšu 22,2,42.0,3,5,Hrušč.,Brick,All amenities,46500.0,56.9134761,24.18677075
For rent,centrs,Sadovņikova 47,1,30.0,2,5,Renov.,Brick,All amenities,250.0,56.9408555,24.1364923
For rent,Krasta r-ns,Salacas 1,1,30.0,3,4,Renov.,Brick,All amenities,35.0,56.93045135,24.168588440214645
For sale,Ziepniekkalns,Tadaiķu 8/2,2,30.0,3,3,Hrušč.,Brick,All amenities,29000.0,56.9159682,24.093354
For rent,centrs,J. Daliņa 2,2,39.0,1,5,LT proj.,Masonry,All amenities,500.0,NaN,NaN
For sale,Āgenskalns,Alīses 5,2,71.0,1,5,Renov.,Masonry,All amenities,83800.0,56.9452001,24.068987791279998
For sale,Ķengarags,Maskavas 252k5,2,48.0,3,5,LT proj.,Panel,All amenities,34999.0,NaN,NaN
For sale,Purvciems,Burtnieku 33,1,19.0,3,5,M. ģim.,Brick,All amenities,19900.0,56.9685701,24.1819824
For rent,centrs,Valdemāra 106,3,87.0,2,6,Staļina,Masonry,All amenities,700.0,56.9717941,24.134779
For rent,centrs,Valdemāra 83,2,43.0,7,7,Renov.,Brick,All amenities,550.0,56.9634352,24.12521242982409
For rent,Grīziņkalns,Rūdolfa 1,2,42.0,2,5,Renov.,Masonry,All amenities,30.0,56.962022399999995,24.152193947726147
For rent,centrs,Lāčplēša 48,2,52.0,2,6,Renov.,Masonry,All amenities,650.0,56.9524263,24.1287007
For rent,centrs,Tallinas 35,2,45.0,2,5,P. kara,Brick,All amenities,400.0,56.9624912,24.13831886843282
For rent,Ķengarags,Krustpils 123a,1,19.0,3,3,Renov.,Brick,All amenities,220.0,56.9293636,24.1835723
For sale,centrs,Skolas 4,4,121.0,5,5,P. kara,Brick,All amenities,270000.0,48.2969502,-100.7081938
For sale,Zolitūde,Lejiņa 3,2,58.0,5,9,119.,Panel,All amenities,65000.0,56.94716445,24.014437186495236
For sale,Imanta,Jūrmalas g. 92,3,60.0,9,9,Jaun.,Panel,All amenities,107042.0,56.952035249999994,24.003853225163972
For sale,Imanta,Jūrmalas g. 82,2,47.0,9,9,Jaun.,Panel,All amenities,76999.0,56.9524058,24.00650792370832
For sale,centrs,Alūksnes 1,1,25.0,3,6,Renov.,Masonry,All amenities,29102.0,56.9692798,24.0993905
For rent,Purvciems,Zvaigznāja g. 3,1,28.0,3,5,LT proj.,Panel,All amenities,180.0,56.9527936,24.2063812
For sale,Vecrīga,Arsenāla 7,3,80.0,3,4,P. kara,Masonry,All amenities,120000.0,56.950806549999996,24.102981459375073
For rent,centrs,Riepnieku 2,1,56.0,2,6,Staļina,Brick,All amenities,340.0,56.9447289,24.124212
For rent,Vecmīlgrāvis,Gāles 17,1,20.0,2,5,Specpr.,Brick-Panel,All amenities,85.0,57.0327263,24.118290031738532
Buying,Purvciems,,Citi,,,,,,,,46.3144754,11.0480288
For sale,centrs,Vesetas 10,3,86.0,5,7,Specpr.,Brick-Panel,All amenities,139900.0,56.964781349999996,24.124113702351508
For rent,Sarkandaugava,Tvaika 14,2,35.0,4,5,Hrušč.,Brick-Panel,All amenities,350.0,56.9993082,24.118118775932345
For sale,Pļavnieki,Ulbrokas 22,3,62.0,5,9,602.,Panel,All amenities,64000.0,56.9440729,24.21773921259132
For rent,Ķengarags,Lokomotīves 44,2,39.0,5,5,LT proj.,Panel,All amenities,220.0,56.909926049999996,24.198556526647963
For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,90.0,20,30,Jaun.,Panel-Brick,All amenities,650.0,56.9334996,24.0424848
For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,90.0,21,30,Jaun.,Panel-Brick,All amenities,650.0,56.9334996,24.0424848
For rent,Krasta r-ns,Balvu 13,2,52.0,2,5,Specpr.,Brick,All amenities,280.0,56.93482975,24.15280713505709
For sale,Ziepniekkalns,Līvciema 10,3,73.0,3,5,Specpr.,Brick-Panel,All amenities,79000.0,56.9108369,24.098253430927052
For sale,Jugla,Vidzemes al. 5,1,33.0,6,12,Čehu pr.,Brick-Panel,All amenities,37300.0,56.99212705,24.243102329506563
For rent,centrs,Bruņinieku 44,3,72.0,5,5,P. kara,Brick,All amenities,600.0,56.9541885,24.135308
For rent,Šampēteris-Pleskodāle,Astras 10a,1,40.0,2,3,Priv. m.,Masonry,All amenities,350.0,56.9619428,24.1992414
For rent,centrs,Stabu 92,3,103.0,3,6,Renov.,Masonry,All amenities,690.0,56.949910599999995,24.140799238732388
For rent,centrs,Bruņinieku 72,2,52.0,2,3,Jaun.,Masonry,Partial amenities,560.0,56.9524426,24.138755914213895
For sale,Vecmīlgrāvis,Emmas 28,2,39.0,1,4,Jaun.,Brick,All amenities,54500.0,57.03179875,24.116664434628998
For sale,Dārzciems,Zeltiņu 56,1,43.0,4,5,M. ģim.,Panel,All amenities,34000.0,56.9458712,24.176248899999997
For rent,Maskavas priekšpilsēta,Kalna 11,1,26.0,4,5,P. kara,Brick,All amenities,200.0,56.942244099999996,24.14332980106805
For sale,Klīversala,St. Rusas 22a,2,60.0,2,5,Specpr.,Panel-Brick,All amenities,185000.0,56.94358355,24.091678690200432
For sale,centrs,Klijānu 6,3,53.1,3,9,Jaun.,Panel-Brick,All amenities,75000.0,56.972655700000004,24.149311721285123
For sale,Purvciems,Burtnieku 36a,2,57.0,3,5,Jaun.,Brick-Panel,All amenities,80000.0,56.9670442,24.1820249
For sale,centrs,Ģertrūdes 93,1,49.0,4,5,P. kara,Masonry,All amenities,65000.0,56.95032385,24.135967674023206
For sale,centrs,Valdemāra 57,3,88.0,3,6,P. kara,Masonry,All amenities,200000.0,56.960378,24.1197764
For rent,centrs,Brīvības 106,2,36.0,1,5,Renov.,Brick-Panel,All amenities,350.0,NaN,NaN
For rent,Āgenskalns,Kapseļu 4a,2,54.0,3,3,Staļina,Brick,All amenities,300.0,56.9415104,24.06757332462341
For sale,Dārzciems,Stopiņu 8,3,59.0,1,3,Renov.,Masonry,All amenities,83000.0,56.9492446,24.16848285
For rent,Teika,Apes 5,1,27.0,3,5,Hrušč.,Brick-Panel,All amenities,300.0,56.977492049999995,24.17449723629064
For rent,Krasta r-ns,Salacas 1,1,33.0,3,4,Renov.,Brick,All amenities,45.0,56.93045135,24.168588440214645
For sale,centrs,Brīvības iela 152,3,71.0,7,8,Specpr.,Brick,All amenities,85000.0,56.9649596,24.1420931
For sale,Maskavas priekšpilsēta,Daugavpils 49,1,22.0,3,5,P. kara,Masonry,All amenities,22000.0,56.9454255,24.140501115707966
For sale,Iļģuciems,Spilves 37,3,68.0,4,5,LT proj.,Panel,All amenities,57300.0,56.9706776,24.051375861894805
For rent,centrs,Valdemāra 69,1,20.0,1,5,Renov.,Masonry,All amenities,45.0,56.9620417,24.1224439
For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,90.0,15,30,Jaun.,Panel-Brick,All amenities,650.0,56.9334996,24.0424848
For sale,Čiekurkalns,Rusova 28,1,14.0,1,5,M. ģim.,Panel,All amenities,12900.0,56.9870626,24.172339525016106
For sale,Ķengarags,Ikšķiles 7a,2,51.0,1,9,467.,Panel,All amenities,50700.0,56.9042432,24.2102561
For rent,Čiekurkalns,Ezermalas 2/2,1,35.0,9,12,Specpr.,Brick,All amenities,250.0,56.9940605,24.1756989
For rent,Imanta,Anniņmuižas bulvāris 38,2,60.0,2,17,Jaun.,Masonry,All amenities,380.0,56.96112105,24.018216795250048
For sale,Vecmīlgrāvis,Meldru 10,1,18.0,3,4,M. ģim.,Brick,All amenities,15500.0,57.0297257,24.100482753894607
For sale,Imanta,Kurzemes pr. 82,2,50.0,9,9,602.,Panel,All amenities,42900.0,NaN,NaN
Renting,Purvciems,,3,80.0,,,Jaun.,,All amenities,,46.3144754,11.0480288
For sale,Iļģuciems,Buļļu 4,4,92.0,1,2,P. kara,Wood,All amenities,43000.0,56.961446699999996,24.065618791839565
For sale,Purvciems,Stirnu 14,1,42.0,3,5,M. ģim.,Panel,All amenities,45900.0,56.95362445000001,24.183362450000004
For sale,Krasta r-ns,Maskavas 243,2,49.0,5,9,467.,Panel,All amenities,38500.0,56.9255124,24.168617999999995
For sale,Zolitūde,Zolitūdes 46,3,70.0,3,9,119.,Panel,All amenities,83000.0,56.94224055,24.006084575906545
For rent,centrs,Merķeļa 3,1,14.0,3,5,P. kara,Brick,All amenities,150.0,56.948456199999995,24.11950635048582
For sale,Ķengarags,Salaspils 12,3,61.0,3,5,LT proj.,Panel,All amenities,46900.0,56.8597884,24.3083417
For sale,Zolitūde,Anniņmuižas 13,3,110.0,2,12,Jaun.,Panel,All amenities,149000.0,56.94568225,24.014682180124165
For rent,Zolitūde,Ruses 7,1,43.0,7,9,119.,Panel,All amenities,330.0,56.947815399999996,24.00446361330647
For sale,Imanta,Anniņmuižas bulvāris 38/2,2,102.0,1,16,Jaun.,Panel,All amenities,99000.0,56.9543914,24.0086771
For sale,Ziepniekkalns,Ozolciema 8,1,34.0,2,12,M. ģim.,Brick,All amenities,31000.0,56.8989409,24.083389257737277
For rent,Zolitūde,Ruses 16,1,37.0,5,9,119.,Panel,All amenities,294.0,56.94627775,24.003863917302304
For rent,Šampēteris-Pleskodāle,Lielirbes 11,2,68.0,15,25,Jaun.,Masonry,All amenities,550.0,56.9340645,24.0436381
For rent,Teika,Palmu 5,2,50.0,1.00,6,Specpr.,Brick,All amenities,300.0,56.9791223,24.181005841613505
For rent,Pļavnieki,Pļavnieku 8,2,50.0,9,4,602.,Panel,All amenities,400.0,56.94168555,24.21198941201094
For sale,Purvciems,Andromedas g. 12,3,60.0,5,5,LT proj.,Panel,All amenities,50800.0,56.9604259,24.201209
For sale,Čiekurkalns,Gaujas 19,2,45.0,3,5,Hrušč.,Brick-Panel,All amenities,50000.0,56.9832776,24.1546716920121
For rent,centrs,Riepnieku 4,2,53.0,3,5,P. kara,Masonry,All amenities,370.0,56.94400335,24.125780302131034
For rent,Jugla,Juglas 1,2,48.0,5,5,LT proj.,Brick-Panel,All amenities,350.0,56.98858945,24.242704614899502
For sale,Ziepniekkalns,Ozolciema 32/2,4,76.0,2,9,602.,Panel,All amenities,75000.0,56.8990307,24.0785989
For sale,Purvciems,Pūces 53,2,48.0,3,9,467.,Panel-Brick,All amenities,56000.0,56.952731650000004,24.192968190164166
For rent,Ķengarags,Prūšu 1,1,32.0,3,5,LT proj.,Panel,All amenities,220.0,56.9160513,24.1803428
For sale,Daugavgrīva,Parādes 9a,1,29.0,1,2,Hrušč.,Brick,All amenities,23500.0,57.03668605,24.02102837895008
For sale,Pļavnieki,Deglava 104,3,75.0,5,9,119.,Panel,All amenities,66000.0,56.948027800000006,24.188490449999975
For rent,Vecrīga,Kalēju 47,3,42.0,3,5,Specpr.,Panel,All amenities,34.0,56.9464382,24.112882
For rent,Ziepniekkalns,Graudu 76,2,70.0,3,3,Jaun.,Masonry,All amenities,529.0,56.9088093,24.0913836
For rent,centrs,Marijas 16,2,54.0,3,6,P. kara,Brick,All amenities,700.0,56.9505796,24.1255938
For sale,Iļģuciems,Dzirciema 71,2,51.0,7,9,602.,Panel,All amenities,42900.0,56.96512045,24.05498288933685
For sale,Purvciems,Ieriķu 54,2,60.0,1,2,Staļina,Masonry,All amenities,39999.0,56.9653522,24.1647985
For sale,Jugla,Juglas 21,2,45.0,2,5,Hrušč.,Panel,All amenities,41600.0,56.9845152,24.247739812217514
For sale,Imanta,Auru 13,2,49.0,1,5,LT proj.,Panel,All amenities,37900.0,56.9610331,24.0074651
For rent,centrs,Klusā 20,1,27.0,6,9,Renov.,Masonry,All amenities,270.0,56.97650505,24.146495835700925
For rent,Mežciems,Eizenšteina 49a,3,18.0,1,2,Jaun.,Panel,All amenities,20.0,56.96518945,24.235341173259584
For sale,centrs,Rūpniecības 22,4,108.0,2,7,Specpr.,Brick,All amenities,185000.0,56.96134855,24.103635566193276
For rent,Teika,Kastrānes 1,2,33.0,1,5,Renov.,Brick,All amenities,350.0,56.9693455,24.178415150000003
For rent,Vecmīlgrāvis,Atlantijas 7,1,18.0,3,5,Specpr.,Brick-Panel,All amenities,150.0,57.03735625,24.08644702656553
For sale,Purvciems,Andromedas g. 8,2,40.0,3,5,LT proj.,Panel,All amenities,39900.0,56.9604259,24.201209
For sale,Maskavas priekšpilsēta,Maskavas 180,1,36.0,1,5,Specpr.,Brick,All amenities,36000.0,56.8597884,24.3083417
For sale,Āgenskalns,Alīses 6,2,44.0,2,5,Hrušč.,Panel,All amenities,52500.0,56.946144149999995,24.067292890165554
For rent,Iļģuciems,Palangas 7,2,40.0,4,5,LT proj.,Panel,All amenities,330.0,56.970867,24.05387588144686
For sale,Maskavas priekšpilsēta,Maskavas 266/3,2,46.0,4,5,Specpr.,Panel,All amenities,40800.0,56.94475115,24.113217278062415
For sale,Imanta,Slokas 173,2,50.0,5,5,LT proj.,Panel,All amenities,50290.0,56.9605352,24.027317999999998
For rent,centrs,Upes 12,1,32.0,1,4,P. kara,Masonry,Partial amenities,180.0,56.97624495,24.14347502251539
For sale,Imanta,Akāciju 2d,2,51.0,4,9,Jaun.,Panel,All amenities,85345.0,56.951413200000005,24.00387617537462
For rent,centrs,Brīvības 132,2,57.0,2,3,P. kara,Masonry,All amenities,540.0,56.96333825,24.13829699701992
For sale,centrs,Hospitāļu 7,3,67.0,4,5,103.,Panel-Brick,All amenities,82500.0,56.9702595,24.13550502761668
For sale,Āgenskalns,Mārupes 51,2,56.0,5,5,Specpr.,Brick,All amenities,63000.0,56.9278295,24.07532166896006
For rent,Āgenskalns,Kuģu 22,1,25.0,1,4,Hrušč.,Brick,All amenities,250.0,56.942551699999996,24.09488757477299
For sale,centrs,Eksporta 4,6,204.0,2,5,P. kara,Masonry,All amenities,300000.0,56.956763,24.0954531
For rent,centrs,Cēsu 17,1,30.0,2,2,P. kara,Wood,All amenities,30.0,56.96513,24.1388997
For rent,Zolitūde,Zolitūdes 73,3,72.0,2,6,Jaun.,Brick-Panel,All amenities,60.0,56.9428355,24.00281655
For sale,Daugavgrīva,Lēpju 9,3,55.0,1,5,Hrušč.,Brick,All amenities,43000.0,57.04009055,24.024601325478784
For sale,centrs,Ģertrūdes 62,3,84.0,3,6,P. kara,Brick,All amenities,135000.0,56.9512368,24.1334549
For sale,Mežciems,Biķernieku 220,1,35.0,2,5,103.,Brick-Panel,All amenities,27500.0,56.95867065,24.29116951892283
For rent,Imanta,Kurzemes pr. 84,1,32.0,9,9,602.,Panel,All amenities,260.0,NaN,NaN
For rent,centrs,Bruņinieku 111,2,45.0,1,2,P. kara,Masonry,All amenities,295.0,56.9502926,24.14356491749806
For sale,centrs,Pļavas 5,2,82.0,1,2,P. kara,Wood,All amenities,36400.0,56.9521379,24.146787059325284
For sale,Vecmīlgrāvis,Melīdas 1,1,43.0,5,5,M. ģim.,Panel-Brick,All amenities,25500.0,57.02967645,24.105430215197913
For rent,Ziepniekkalns,Čakstes g. 49,1,19.0,1,2,Specpr.,Brick,All amenities,180.0,56.9064394,24.1383012
For sale,centrs,Lāčplēša 13,3,83.0,2,6,Renov.,Masonry,All amenities,198960.0,56.9567777,24.1207762
For sale,Bolderāja,Lielupes 60,3,68.0,3,5,LT proj.,Panel,All amenities,48500.0,57.0315147,24.056806352279324
For rent,centrs,Pērnavas 10a,2,39.0,2,5,LT proj.,Brick,All amenities,410.0,56.964558049999994,24.149107086520054
For rent,centrs,Pērnavas 12,2,46.0,5,5,LT proj.,Brick,All amenities,430.0,56.9642567,24.14944395
Buying,Pļavnieki,,2,,,,,,All amenities,,46.3144754,11.0480288
For sale,Jugla,Murjāņu 6,3,97.0,2,4,Jaun.,Panel-Brick,All amenities,160000.0,56.985773,24.232893149999995
For rent,Ziepniekkalns,Ozolciema 20/1,1,43.0,4,10,119.,Panel-Brick,All amenities,230.0,56.8990307,24.0785989
For rent,Zolitūde,Zolitūdes 25,1,45.0,3,9,Specpr.,Panel-Brick,All amenities,25.0,56.9461963,24.0014164
For sale,centrs,Bruņinieku 28,4,116.0,3,6,P. kara,Masonry,All amenities,204000.0,56.95567115,24.131410960883393
For rent,Mežaparks,Kokneses pr. 4 k-1,3,72.0,3,10,Jaun.,Brick-Panel,All amenities,500.0,NaN,NaN
For rent,Grīziņkalns,Barona 122,2,60.0,3,5,Specpr.,Brick-Panel,All amenities,250.0,56.9631708,24.14556763183235
For rent,centrs,Stabu 59,3,71.0,2,5,P. kara,Masonry,All amenities,420.0,56.9534705,24.1346227
For rent,centrs,Bruņinieku 28,4,116.0,3,6,P. kara,Masonry,All amenities,800.0,56.95567115,24.131410960883393
For rent,Purvciems,Nīcgales 4,2,49.0,1,1,602.,Panel,All amenities,330.0,56.95855255,24.17531632757911
For sale,centrs,Ganību d. 13k1,1,58.0,2,8,Jaun.,Panel-Brick,All amenities,81000.0,NaN,NaN
For sale,centrs,Čaka 132,2,46.0,5,6,P. kara,Masonry,All amenities,66000.0,56.9615696,24.1466121
For sale,Imanta,Kurzemes pr. 12,2,49.0,5,5,LT proj.,Panel,All amenities,42300.0,NaN,NaN
For sale,Āgenskalns,Bāriņu 1a,1,24.0,3,4,Hrušč.,Brick,All amenities,30000.0,56.9372465,24.07808446245661
For sale,centrs,Čaka 68,3,112.0,4,6,P. kara,Brick,All amenities,179000.0,56.9555119,24.1352351
For rent,Pļavnieki,Salnas 7,2,50.0,3,9,602.,Panel,All amenities,340.0,56.9426158,24.2218763
For rent,Torņakalns,Akmeņu 16a,2,81.0,3,4,P. kara,Brick,All amenities,500.0,56.93929165,24.0974332
For sale,Purvciems,Dzelzavas 31,1,29.0,4,5,LT proj.,Brick-Panel,All amenities,31000.0,56.9607718,24.180567599999993
For rent,centrs,Vagonu 22,1,26.0,1,5,Renov.,Masonry,All amenities,25.0,56.948633150000006,24.15003220000001
Buying,Purvciems,,,10.0,10,11,,,,,46.3144754,11.0480288
Buying,Āgenskalns,,,9.0,99,9,,,,,46.3144754,11.0480288
For sale,Imanta,Kooperatīva 4a,1,27.27,4,5,LT proj.,Panel,All amenities,29000.0,56.95369035,24.030969651651546
For sale,centrs,Hospitāļu 35,3,56.0,2,7,Specpr.,Brick,All amenities,97000.0,56.9764382,24.1391902
For rent,centrs,Stabu 54,3,84.0,2,4,P. kara,Masonry,All amenities,750.0,56.9536074,24.1337405
For sale,Maskavas priekšpilsēta,Pirts 9,2,34.0,4,4,P. kara,Masonry,All amenities,46500.0,56.9390032,24.13741884534884
For rent,centrs,Baznīcas 26a,2,90.0,3,6,Renov.,Brick,All amenities,680.0,56.9585108,24.122897820107795
For sale,Imanta,Akāciju 2e,3,60.0,8,9,Jaun.,Panel,All amenities,105846.0,56.9518586,24.00494567915533
For sale,Ķengarags,Maskavas 266/3,2,46.0,1,5,Hrušč.,Panel,All amenities,41000.0,56.94475115,24.113217278062415
For sale,Pļavnieki,Dzeņu 12,3,62.0,2,9,602.,Panel,All amenities,51000.0,56.9397226,24.21262436641396
For sale,Vecrīga,Kungu 25,1,23.0,2,6,Specpr.,Panel,All amenities,59990.0,56.945338199999995,24.10946395330882
For sale,Vecrīga,Kungu 25,3,57.0,2,6,Specpr.,Panel,All amenities,124990.0,56.945338199999995,24.10946395330882
For sale,Vecrīga,Kungu 25,1,26.0,2,6,Specpr.,Panel,All amenities,59990.0,56.945338199999995,24.10946395330882
For sale,Vecrīga,Kungu 25,1,29.0,2,6,Specpr.,Panel,All amenities,62990.0,56.945338199999995,24.10946395330882
For sale,Vecrīga,Kungu 25,2,31.0,3,6,Specpr.,Panel,All amenities,84990.0,56.945338199999995,24.10946395330882
For sale,Teika,Aizkraukles 32,2,43.0,3,3,Hrušč.,Brick,All amenities,56000.0,56.97695975,24.190911
For sale,centrs,Dzirnavu 3a,3,92.0,1,5,P. kara,Masonry,All amenities,105000.0,56.96169835,24.107230245615035
For sale,centrs,Sapieru 3b,1,23.0,4,5,Jaun.,Masonry,All amenities,49500.0,56.9630577,24.1531056
For sale,Purvciems,Dzelzavas 39,3,65.0,3,9,602.,Panel,All amenities,69900.0,56.9591346,24.18349509101104
For rent,Mežaparks,Viestura pr. 53,1,35.0,3,9,Specpr.,Brick-Panel,All amenities,210.0,56.9984366,24.1328951
For sale,Mežaparks,Viestura pr. 35,2,46.0,1,9,Specpr.,Brick-Panel,All amenities,50500.0,NaN,NaN
For rent,Ziepniekkalns,Dignājas 3a,2,62.0,5,6,Jaun.,Panel,All amenities,380.0,56.91281480000001,24.12029034592851
For rent,Sarkandaugava,Hāpsalas 9,1,30.0,2,2,P. kara,Brick,Partial amenities,130.0,57.0014823,24.1210115
Renting,Ziepniekkalns,,2,,,,,,All amenities,,46.3144754,11.0480288
For rent,Jugla,Vangažu 7,1,35.0,5,12,Specpr.,Brick,All amenities,170.0,56.98700925,24.227463806752493
For rent,Ziepniekkalns,Ozolciema 18,2,58.0,5,9,119.,Brick-Panel,All amenities,340.0,56.89859735,24.08767079999982
For rent,Bolderāja,Silikātu 7a,1,25.0,2,2,M. ģim.,Brick-Panel,Partial amenities,100.0,57.0272671,24.0389108
For rent,centrs,Valdemāra 89,1,15.0,4,5,P. kara,Brick,All amenities,140.0,56.96383885,24.125864667915476
For rent,Purvciems,Dudajeva g. 5,1,28.0,4,5,LT proj.,Panel,All amenities,215.0,56.9570069,24.1987368
For sale,Purvciems,Dzelzavas 75,3,59.0,2,9,467.,Panel,All amenities,56000.0,56.95638065,24.19925104405944
Renting,Mežciems,,3,,,,Jaun.,,,,46.3144754,11.0480288
For sale,Ziepniekkalns,Līvciema 10,3,73.0,2,5,Specpr.,Panel,All amenities,80000.0,56.9108369,24.098253430927052
For rent,Iļģuciems,Spilves 33,2,50.0,4,5,LT proj.,Panel,All amenities,340.0,56.97189285,24.055494241997952
For sale,Pļavnieki,Zemes 5,1,42.0,7,9,M. ģim.,Panel,All amenities,28500.0,56.9424947,24.19835885647548
For rent,Ķengarags,Maskavas 377,2,49.0,5,5,LT proj.,Panel,All amenities,330.0,56.902353399999996,24.19904780000001
For rent,Pļavnieki,Salnas 21,2,50.0,9,9,Jaun.,Panel-Brick,All amenities,475.0,56.942327,24.23009287799782
For sale,Āgenskalns,Kuldīgas 10,2,37.0,2,2,Specpr.,Wood,Partial amenities,22000.0,56.9517628,24.067348709240818
For sale,centrs,Matīsa 82,5,68.0,2,2,Specpr.,Wood,Partial amenities,28500.0,56.95092055,24.14612481932069
For sale,Vecmīlgrāvis,Dombrovska 7,2,28.0,2,2,Specpr.,Wood,Partial amenities,6800.0,57.0283804,24.11527325
