Poster_Link,Series_Title,Runtime_of_Series,Certificate,Runtime_of_Episodes,Genre,IMDB_Rating,Overview,Star1,Star2,Star3,Star4,No_of_Votes
"https://m.media-amazon.com/images/M/MV5BMjI1MTUwNjA1N15BMl5BanBnXkFtZTcwMjQ0NTM2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Breaking In,(2011–2012),,30 min,"Comedy, Crime",7.1,"A high-tech security firm takes extreme, and often questionable, measures to sell their protection services.",Bret Harrison,Alphonso McAuley,Christian Slater,Jennifer Irwin,7274
"https://m.media-amazon.com/images/M/MV5BNzgxMzI2NzkwM15BMl5BanBnXkFtZTcwMjQ1Mjg4NA@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Outer Limits,(1963–1965),,51 min,"Fantasy, Horror, Sci-Fi",8.2,An anthology series of insightful science fiction tales.,Bob Johnson,Ben Wright,William Douglas,Robert Culp,7266
"https://m.media-amazon.com/images/M/MV5BOWFlYzlhODgtNWFkMy00ZTEwLTg3MjQtNzdjNzc5NTIyOWRkXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Freakazoid!,(1995–1997),,30 min,"Animation, Comedy, Family",7.5,"Washington, D.C. has a new defender: Freakazoid (Paul Rugg). The comedy and insanity never stop when he's around, and he's only one of the weird heroes of the series. It's better than a nice tub of good things.",Paul Rugg,David Kaufman,Joe Leahy,Tress MacNeille,7256
"https://m.media-amazon.com/images/M/MV5BYTFiYWJmMTgtMDM1My00Njg3LTkzZGYtYzMwYjc3ZWVlMGY3XkEyXkFqcGdeQXVyMjU3ODcyMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Catfish: The TV Show,(2012– ),,60 min,Reality-TV,7.1,Nev Schulman and Max Joseph help people who have fallen in love online test the authenticity of their lovers' identities.,Nev Schulman,Max Joseph,Kamie Crawford,Bettina Kenney,7250
"https://m.media-amazon.com/images/M/MV5BZDIzOTc3NTktOGI4MC00OTQzLWE5NzQtYTljNzI5ZGU2ZjdmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Chambers,(2019),18,60 min,"Drama, Fantasy, Horror",6.5,A woman survives a heart transplant and begins to develop different personality traits.,Sivan Alyra Rose,Marcus LaVoi,Nicholas Galitzine,Kyanna Simone Simpson,7242
"https://m.media-amazon.com/images/M/MV5BYzdiZjZlY2EtZmFjMi00MTdkLWE5N2ItNTlkNzY5MGUxOWYzXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg",Liar,(2017–2020),,45 min,"Crime, Drama, Thriller",7.1,British psychological thriller in which schoolteacher Laura Nielson accuses renowned surgeon Andrew Earlham of rape.,Joanne Froggatt,Ioan Gruffudd,Zoë Tapper,Richie Campbell,7232
"https://m.media-amazon.com/images/M/MV5BMDZkMTY2OTUtNjg2MC00NTAwLTk0NzMtMGMwN2ZlYzA2OTY2XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UY98_CR1,0,67,98_AL_.jpg",Here Comes Honey Boo Boo,(2012–2017),,60 min,Reality-TV,2.6,"A reality TV show featuring the life of Toddlers and Tiaras competitor Alana, A.K.A. 'Honey Boo Boo', and her overweight family, as they live every day.",Jo Shannon,Alana Thompson,June Shannon,Jessica Shannon,7222
"https://m.media-amazon.com/images/M/MV5BZWQ5MTMwZDItZThjZC00ZGY3LWIxMDYtMGUzYzFkZTZiZWRmXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UY98_CR1,0,67,98_AL_.jpg",The Sarah Silverman Program.,(2007–2010),,22 min,Comedy,6.8,"Sarah's immature, only thinks of herself and has no inhibition nor work. Her sister Laura pays her rent. She has a gay couple as neighbors. Laura's seeing cop Jay.",Sarah Silverman,Laura Silverman,Brian Posehn,Steve Agee,7218
"https://m.media-amazon.com/images/M/MV5BM2EyMzQyYmYtOWYxNy00M2RjLTg4YmQtNDUyMzgzMDA3ZmQyXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg",Cardinal,(2017–2020),,42 min,"Crime, Drama, Mystery",7.7,"Cardinal struggles to right past wrongs that could derail his investigation and end his career, as the case grows more violent and twisted and the clock ticks down on the killer's next victim.",Billy Campbell,Karine Vanasse,Kristen Thomson,Glen Gould,7202
"https://m.media-amazon.com/images/M/MV5BMTU4ODA3MzM5M15BMl5BanBnXkFtZTcwNDYwMTEzMQ@@._V1_UY98_CR36,0,67,98_AL_.jpg",The Amanda Show,(1999–2002),,30 min,"Comedy, Family",6.7,A comedy sketch show centered around All That (1994) alum Amanda Bynes.,Amanda Bynes,Drake Bell,Nancy Sullivan,John Kassir,7196
"https://m.media-amazon.com/images/M/MV5BZjczMGNmOTgtM2I2OC00NWMwLWE2NTUtMTZkZGEzNzE0MTI0XkEyXkFqcGdeQXVyNjc4NTExMTk@._V1_UX67_CR0,0,67,98_AL_.jpg",Are You Being Served?,(1972–1985),,28 min,Comedy,7.9,The misadventures of the staff of a retail floor of a major department store.,Mollie Sugden,John Inman,Frank Thornton,Wendy Richard,7178
"https://m.media-amazon.com/images/M/MV5BMzZmNzIyNDQtMDY1Mi00MjFiLWFkZWItZjhhYjU1NjU5ZWM5XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg",Wolf's Rain,(2003–2004),,701 min,"Action, Sci-Fi, Animation",8,"In a post-apocalyptic future where humans live in domed cities surrounded by wasteland, wolves are assumed to be two hundred years extinct.",Darren Pleavin,Kenta Miyake,Akio Suyama,Crispin Freeman,7177
"https://m.media-amazon.com/images/M/MV5BMjUzMzUwMjE4NV5BMl5BanBnXkFtZTgwODEyNDI0NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",Speechless,(2016–2019),,30 min,Comedy,7.6,The family of a special-needs teen is good at dealing with the challenges he faces - and excellent at creating new ones.,Minnie Driver,John Ross Bowie,Cedric Yarbrough,Mason Cook,7176
"https://m.media-amazon.com/images/M/MV5BYWNjZDI3ZmYtMmFiMy00MjljLTgwYTQtNDAzN2M4MmY2MmE4XkEyXkFqcGdeQXVyNDk4MDA1MTQ@._V1_UY98_CR1,0,67,98_AL_.jpg",Aranyélet,(2015–2018),,60 min,"Action, Drama, Thriller",8.8,"A corrupt businessman and family man attempts to navigate his way through increasing domestic, legal, and financial problems.",Szabolcs Thuróczy,Eszter Ónodi,Renátó Olasz,Laura Döbrösi,7174
"https://m.media-amazon.com/images/M/MV5BNDI2YzFhNzgtNzM1Mi00NmY2LTgxZDUtMmFkYzY3Nzg3ZjlmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",Parfum,(2018),18,45 min,"Drama, Thriller",7.1,"When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her.",Friederike Becht,Natalia Belitski,Oskar Belton,Leon Lukas Blaschke,7167
"https://m.media-amazon.com/images/M/MV5BMWUyNThjZDQtNWRjZi00NDg4LWEyOWItYjk0NGEwYjk2MjVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg",Merlí,(2015–2018),18,58 min,"Comedy, Drama, Romance",8.6,"TV series about a high school philosophy teacher, Merlí, who teaches in an original way, and about the students of his class, including his own son, and the relationship, friendship, love, and problems among the students of the class.",Francesc Orella,Pere Ponce,Carlos Cuevas,Marta Marco,7164
"https://m.media-amazon.com/images/M/MV5BYjQzMmYxNjEtOWYyYi00NmFjLThjMmYtODkwMDViZTZmY2FmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR7,0,67,98_AL_.jpg",Kingdom Hospital,(2004),,608 min,"Drama, Fantasy, Horror",6.8,"Stephen King's take on the masterpiece series by Lars von Trier. A great disaster threatens a haunted hospital in Lewiston, Maine, built on the site of a Civil War-era mill fire in which many children died.",Jamie Harrold,Diane Ladd,Bruce Davison,Jack Coleman,7149
"https://m.media-amazon.com/images/M/MV5BZjAxYTcxMDUtZTRmMi00NTk3LThkZTItNGNlZTQ3NWRhMjY5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY98_CR1,0,67,98_AL_.jpg",Wonder Woman,(1975–1979),,60 min,"Action, Adventure, Drama",7.1,The adventures of the greatest of the female superheroes.,Lynda Carter,Lyle Waggoner,Tom Kratochvil,Richard Eastham,7146
"https://m.media-amazon.com/images/M/MV5BMjA5ODgyNzgzOV5BMl5BanBnXkFtZTcwNDAxOTgxOA@@._V1_UY98_CR0,0,67,98_AL_.jpg",Vegas,(2012–2013),,44 min,"Action, Crime, Drama",7.3,"Ralph Lamb, a former MP for the US Army, becomes sheriff. His brother, Jack, and his son, Dixon, are deputized. Meanwhile, Vincent Savino comes from Chicago to Vegas to run The Savoy hotel and casino.",Dennis Quaid,Michael Chiklis,Carrie-Anne Moss,Taylor Handley,7139
"https://m.media-amazon.com/images/M/MV5BNzAwYTVkYzEtMzUyZC00ZWUyLWExYjYtYzM4MDQxYzQ5NTZiXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",War of the Worlds,(2019– ),,49 min,"Drama, Mystery, Sci-Fi",6.3,"Set in contemporary France, this Anglo-French reimagining of H. G. Wells' classic in the style of Walking Dead follows pockets of survivors forced to team up after an apocalyptic extra-terrestrial strike.",Ania Sowinski,Léa Drucker,Gabriel Byrne,Adel Bencherif,7120
"https://m.media-amazon.com/images/M/MV5BYzJlNDVjZDktNTQ1ZC00ZjZjLWI5NjctZjRkZmE5MDQ0OTY4XkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Fraggle Rock,(1983–1987),,30 min,"Animation, Adventure, Comedy",7.9,The adventures of the various inhabitants of an underground civilization.,Karen Prell,Gerard Parkes,Kathryn Mullen,Steve Whitmire,7118
"https://m.media-amazon.com/images/M/MV5BMTExM2NjYzQtY2RhMS00MzQyLWE5YmQtN2FkNDlmZWZmZmI1XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_UY98_CR1,0,67,98_AL_.jpg",Ben de Özledim,(2013–2014),,75 min,"Comedy, Fantasy",8.1,"Leyla and Mecnun series has been canceled, as the teams try to hold on to life.",Ali Atay,Serkan Keskin,Osman Sonant,Ahmet Mümtaz Taylan,7117
"https://m.media-amazon.com/images/M/MV5BNTA2OWQxNjItYzQxNC00M2UxLWI3ZmEtYzNlZWYzZDE3YzNjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Motherland: Fort Salem,(2020– ),,,"Drama, Fantasy, Sci-Fi",7.1,A trio of witches are trained to become powerful weapons for the American military.,Taylor Hickson,Amalia Holm,Demetria McKinney,Jessica Sutton,7115
"https://m.media-amazon.com/images/M/MV5BYzVlYWU2N2UtYzI0ZC00Njk1LWI1OTEtNmNlZTRiYzVmYTU4XkEyXkFqcGdeQXVyMTI2NjQ5MDI4._V1_UY98_CR15,0,67,98_AL_.jpg",Fabulous Lives of Bollywood Wives,(2020– ),18,35 min,Reality-TV,3.5,"Cameras follow the banter and bonding between four fun-loving women from Bollywood's inner circle as they juggle professions, family and friendship.",Maheep Kapoor,Seema Khan,Neelam Kothari,Bhavana Pandey,7107
"https://m.media-amazon.com/images/M/MV5BY2Q2NTMwMzItNTM2My00ZTgzLTljYmQtOWEwNzVlZjZlYjc1XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_UY98_CR3,0,67,98_AL_.jpg",The Young Indiana Jones Chronicles,(1992–1993),,45 min,"Action, Adventure, Family",7.3,The adventures of the archaeological treasure hunter in his youth as related by an elderly Indiana Jones.,Sean Patrick Flanery,George Hall,Corey Carrier,Ronny Coutteure,7083
"https://m.media-amazon.com/images/M/MV5BMGUwYzM3ZDgtYTQwOS00MDIzLWIxYWMtNWU4NmMzMDQxY2EwXkEyXkFqcGdeQXVyMDE4MzA0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Would I Lie to You?,(2007– ),,30 min,"Comedy, Game-Show",8.1,"Two teams, lead by their team leader (either Lee Mack or David Mitchell), have to try and make the other team believe their crazy stories.",David Mitchell,Lee Mack,Rob Brydon,Paul Ridley,7072
"https://m.media-amazon.com/images/M/MV5BZWUyYmMyMjktMmFjNC00ZGFiLThjODYtNjQ1MzQyODhmZmVmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",Him-ssen yeo-ja Do Bong-soon,(2017),16,67 min,"Comedy, Crime, Drama",8.2,"Do Bong-soon is a woman born with superhuman strength that comes from the long line of women possessing it. when Ahn Min Hyuk, the CEO of ainsoft, a gaming company witnesses her strength he hires her as his personal bodyguard.",Park Bo-Young,Park Hyung-Shik,Ji Soo,Jun Suk-ho,7071
"https://m.media-amazon.com/images/M/MV5BN2YyMzJiYjAtNGZiYi00MTQwLWI2OGQtOTMzZDdjMGZlZWI4XkEyXkFqcGdeQXVyMjY4MDc1MDA@._V1_UY98_CR4,0,67,98_AL_.jpg",Clarence,(2013–2018),,23 min,"Animation, Short, Adventure",6.6,"The adventures of a 4th grader named Clarence along with his two best friends, Sumo and Jeff.",Spencer Rothbell,Katie Crown,Tom Kenny,Sean Giambrone,7064
"https://m.media-amazon.com/images/M/MV5BMTQ2MTg1Nzg5MV5BMl5BanBnXkFtZTcwNTExMzk1OQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",Necessary Roughness,(2011–2013),,60 min,"Comedy, Drama, Romance",7,"A Long Island psychotherapist's personal life unravels when she finds her husband cheating. Diving fully into her work, Dr. Dani Santino soon finds herself as the most sought-after ...                See full summary »",Callie Thorne,Scott Cohen,Mehcad Brooks,Marc Blucas,7062
"https://m.media-amazon.com/images/M/MV5BMTQ4NjU5NDAxNl5BMl5BanBnXkFtZTcwMTU3NTg1MQ@@._V1_UY98_CR4,0,67,98_AL_.jpg",Lipstick Jungle,(2008–2009),,60 min,"Comedy, Drama",6.5,"A look at the lives of Nico, Wendy, and Victory -- three of ""New York's 50 Most Powerful Women,"" according to The New York Post.",Brooke Shields,Kim Raver,Lindsay Price,Paul Blackthorne,7055
"https://m.media-amazon.com/images/M/MV5BN2Q2ZWU2ZGYtNDIzOC00YzRhLWI0ZTctYTI3M2EzNmNkOWNmXkEyXkFqcGdeQXVyNDYxNDE1NjQ@._V1_UX67_CR0,0,67,98_AL_.jpg",The Bold and the Beautiful,(1987– ),,30 min,"Drama, Romance",3.4,"The saga of high fashion glamour, honor, romance, passion, and most importantly, family.",Katherine Kelly Lang,Ronn Moss,Susan Flannery,John McCook,7047
"https://m.media-amazon.com/images/M/MV5BMTQ2MzEyMTE4Ml5BMl5BanBnXkFtZTgwMjgwMDI2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Player,(2015),,60 min,"Action, Crime, Drama",7,"A former intelligence and FBI officer, who now works as a security expert in Las Vegas, is recruited by mysterious pit boss Mr. Johnson to, based on his tips, try to prevent crimes, while the rich place bets on his chances of success.",Philip Winchester,Damon Gupton,Wesley Snipes,Charity Wakefield,7037
"https://m.media-amazon.com/images/M/MV5BMjk0MDJkYTctOTkzNi00NWZlLTkyZDYtYzgxNzk0MmY2MWZjXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UY98_CR0,0,67,98_AL_.jpg",Mob City,(2013),,60 min,"Crime, Drama, Mystery",7.5,"1947, Los Angeles. Cop Joe Teague walks the line between the LAPD, led by William Parker, and the mob, led by Bugsy Siegel.",Jon Bernthal,Milo Ventimiglia,Neal McDonough,Alexa Davalos,7036
"https://m.media-amazon.com/images/M/MV5BYmMyY2JlNzItMWI0Yy00YjhiLTljMjctOWEzYjY5ZTA0YzkxXkEyXkFqcGdeQXVyNDg4NTQxODA@._V1_UY98_CR1,0,67,98_AL_.jpg",Kara Sevda,(2015–2017),,90 min,"Drama, Romance",7.2,A young artist finds herself obligated to sacrifice her love story for hiding a family secret.,Burak Özçivit,Neslihan Atagül,Kaan Urgancioglu,Orhan Güner,7033
"https://m.media-amazon.com/images/M/MV5BMTY2MTc2NzMwNl5BMl5BanBnXkFtZTgwNjY4ODAxMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",Childrens Hospital,(2008–2016),,11 min,Comedy,7.8,"Explores the emotional struggles and sexual politics of a group of doctors charged with healthy libidos. Their dedication to their personal lives is relentless, interrupted only by the occasional need to treat sick children.",Rob Huebel,Rob Corddry,Ken Marino,Erinn Hayes,7032
"https://m.media-amazon.com/images/M/MV5BZWIwNjY2NGMtMTFmMC00ZWQ1LWJhZjktNjg0N2I1YzJkOTRlXkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_UX67_CR0,0,67,98_AL_.jpg",Gantz,(2004),,22 min,"Animation, Action, Comedy",7.2,A group of people are resurrected from their deaths by a mysterious black ball called GANTZ to combat alien criminals hiding on Earth.,Chris Ayres,Emily Carter-Essex,Shannon Emerick,John Gremillion,7032
"https://m.media-amazon.com/images/M/MV5BMjM0NjMxNjU3MF5BMl5BanBnXkFtZTcwNDYyMjA1OQ@@._V1_UY98_CR5,0,67,98_AL_.jpg",Transporter: The Series,(2012–2014),,48 min,"Action, Crime",6.5,"Frank Martin is an ex special ops, who now spends his life as a transporter on the other side of the law. With three rules, he always completes his contracts. One way, or the other.",Chris Vance,François Berléand,Charly Hübner,Violante Placido,7031
"https://m.media-amazon.com/images/M/MV5BMzgwMjgyMDgzMl5BMl5BanBnXkFtZTcwMjk3ODYyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",Tatli Hayat,(2001–2004),,58 min,"Comedy, Family",8.5,"A Turkish remake of ""The Jeffersons"". With Ihsan Yildirim's cleaning business booming, he insisted his family leave the ""plain folks"" and move up to Etiler with the ""fancy folks."" It is ...                See full summary »",Sevinç Aktansel,Asli Altaylar,Ceyda Ates,Nami Esatgil,7027
"https://m.media-amazon.com/images/M/MV5BNDU5OTc0ODg0NF5BMl5BanBnXkFtZTgwNDMzNzMwMDI@._V1_UY98_CR3,0,67,98_AL_.jpg",Conviction,(I) (2016–2017),,42 min,Drama,7.2,A brilliant attorney and former First Daughter is blackmailed to heading a unit that investigates cases of wrongful conviction.,Hayley Atwell,Eddie Cahill,Shawn Ashmore,Merrin Dungey,7024
"https://m.media-amazon.com/images/M/MV5BMTU1MzY1NjM3NF5BMl5BanBnXkFtZTcwNzY4NzEyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Life with Louie,(1994–1998),,30 min,"Animation, Adventure, Comedy",8.3,"Adventures of Louie Anderson as a child, growing up with his sweet-hearted mother, his loud and war crazed father, his 10 siblings, and children at school who love to tease him.",Louie Anderson,Edie McClurg,Justin Shenkarow,Miko Hughes,7022
"https://m.media-amazon.com/images/M/MV5BMTExNTg1OTc0MDZeQTJeQWpwZ15BbWU4MDgwMDQxMzYz._V1_UX67_CR0,0,67,98_AL_.jpg",The First,(2018),,45 min,"Drama, Sci-Fi",6.7,Fictional series to chronicle the effort to send the first crewed mission to Mars.,Sean Penn,Natascha McElhone,LisaGay Hamilton,Hannah Ware,7021
"https://m.media-amazon.com/images/M/MV5BMTU3ODYzMzU5NF5BMl5BanBnXkFtZTcwOTk3MDkyMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Mary Tyler Moore,(1970–1977),,30 min,Comedy,8.1,"The lives and trials of a young single woman and her friends, both at work and at home.",Mary Tyler Moore,Edward Asner,Gavin MacLeod,Valerie Harper,7018
"https://m.media-amazon.com/images/M/MV5BNGQ0NWNhODUtNTI4MC00NTcxLWE4ZmQtZGY0NGU0NDIwNGQxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",Hilda,(2018–2020),7,24 min,"Animation, Adventure, Comedy",8.6,"A fearless blue-haired girl named Hilda leaves the forest to go to town and find new friends, great adventures, magic and mysterious creatures who might be dangerous.",Bella Ramsey,Ameerah Falzon-Ojo,Oliver Nelson,Daisy Haggard,6993
"https://m.media-amazon.com/images/M/MV5BMTUwOTcyNTY2MF5BMl5BanBnXkFtZTcwNTQyNDk0Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Good Guys,(2010),,60 min,"Action, Comedy",8.1,"Jack is a by-the-book detective whose habit of undermining himself has resulted in a dead-end position with the Police Dept. His partner Dan, a drunken, lecherous veteran hangs onto his job only because of one heroic act years ago.",Bradley Whitford,Colin Hanks,Jenny Wade,Diana Maria Riva,6993
"https://m.media-amazon.com/images/M/MV5BMzg2MGNmZDUtOWMyNi00NTczLTlhYjQtNjQxODgzNWEzMzljXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Trinkets,(2019–2020),18,30 min,"Comedy, Crime, Drama",7.1,An unexpected friendship forms when three teenage girls meet in Shoplifters Anonymous.,Brianna Hildebrand,Kiana Madeira,Quintessa Swindell,Odiseas Georgiadis,6981
"https://m.media-amazon.com/images/M/MV5BOTk5NWI3YTMtNjk0ZS00NzM3LThhMTMtMzMxMjE0MTUwOTE4XkEyXkFqcGdeQXVyODk1MjAxNzQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Teletubbies,(1997–2001),,28 min,"Family, Fantasy, Musical",3.8,Four creatures with televisions in their stomachs have fun in their magical world.,Rolf Saxon,Jessica Smith,John Simmit,Nikky Smedley,6979
"https://m.media-amazon.com/images/M/MV5BYjA0ODFmNjAtOGJmNi00NDdkLTk4ZmQtMDZkYzA1ZTgzODM0XkEyXkFqcGdeQXVyODQyNDU2MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",I Am the Night,(2019),,60 min,"Crime, Drama, Mystery",7,"In early 1960s, a teenage girl looking for her real father and a disgraced journalist seeking closure find themselves drawn into a web of secrets revolving around L.A.'s most infamous cold case, the Black Dahlia (Elizabeth Short) murder.",Chris Pine,India Eisley,Jefferson Mays,Leland Orser,6974
"https://m.media-amazon.com/images/M/MV5BYWM0NTFmNTAtNjY4MS00NjAxLThmZWYtMTIzMDE5ZTNlZDdhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Mr. Pickles,(2013–2019),,15 min,"Animation, Comedy, Horror",7.4,"The Goodman family lives with their lovable pet dog, Mr. Pickles, a deviant border collie with a secret satanic streak.",Dave Stewart,Kaitlyn Robrock,Will Carsola,Jay Johnston,6971
"https://m.media-amazon.com/images/M/MV5BMDkxZTJjZTEtMDRjMy00Yzk1LWI5YjItMjIwYmVlYzhlZWZhXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Gintama,(2005–2018),16,,"Animation, Action, Comedy",8.6,"In an era where aliens have invaded and taken over feudal Tokyo, an unemployed samurai finds work however he can.",Tomokazu Sugita,Daisuke Sakaguchi,Rie Kugimiya,Kazuya Nakai,6963
"https://m.media-amazon.com/images/M/MV5BYmQwYTc1ZDEtMzU3My00OTIzLWE1YmEtYmUyMmMzZTI2ZWNlXkEyXkFqcGdeQXVyOTgwMzk1MTA@._V1_UX67_CR0,0,67,98_AL_.jpg",Ben 10: Alien Force,(2008–2010),All,22 min,"Animation, Action, Adventure",7.1,"Fifteen-year-old Ben Tennyson must utilize the Omnitrix yet again in order to locate his missing Grandpa Max, accompanied by his cousin Gwen and former enemy Kevin 11.",Yuri Lowenthal,Dee Bradley Baker,Ashley Johnson,Greg Cipes,6962
"https://m.media-amazon.com/images/M/MV5BODczNDMxNzM3MF5BMl5BanBnXkFtZTgwODA1MTQ2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Grinder,(2015–2016),,21 min,Comedy,7.1,"Television lawyer Dean Sanderson moves back to his small home town after a stint in Hollywood, thinking that his time on TV qualifies him to run his family's law firm.",Rob Lowe,Fred Savage,Mary Elizabeth Ellis,Hana Hayes,6958
"https://m.media-amazon.com/images/M/MV5BYTg2OTJlYWUtN2MzNC00ODM2LTllMGItMDFiY2U4ZTk0OTczXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UY98_CR1,0,67,98_AL_.jpg",Satyamev Jayate,(2012–2014),,65 min,"Documentary, Talk-Show",8.6,Aamir Khan hosts and produces this documentary/talkshow that explores the social issues affecting modern India.,Aamir Khan,Devendra Singh Gaur,Sridevi,Laxmi Agarwal,6956
"https://m.media-amazon.com/images/M/MV5BNTE1ZjkyY2MtMGNiNi00ODVkLTljNzAtZTk1NTVmYWU2NzI2XkEyXkFqcGdeQXVyMTkxODQ4MDg@._V1_UY98_CR3,0,67,98_AL_.jpg",The Rockford Files,(1974–1980),,50 min,"Crime, Drama, Mystery",8.1,The cases of an easy-going ex-convict turned private investigator.,James Garner,Noah Beery Jr.,Joe Santos,Luis Delgado,6956
"https://m.media-amazon.com/images/M/MV5BMzgwOWRhMWMtNDQ5YS00YWIwLWI5OTAtNDlhZTNjOTI4MGRhXkEyXkFqcGdeQXVyODQ1NTk5OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Bernie Mac Show,(2001–2006),,30 min,"Comedy, Drama, Family",7,A stand up comedian suddenly becomes a father when he takes custody of his sister's three children.,Bernie Mac,Kellita Smith,Jeremy Suarez,Dee Dee Davis,6952
"https://m.media-amazon.com/images/M/MV5BOTQ0NGFkYmUtODQ2YS00N2FiLWIyNWUtNmJjMDkzMjVlNzIyXkEyXkFqcGdeQXVyMDE4MzA0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Great British Bake Off,(2010– ),,60 min,Reality-TV,8.6,Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain's best amateur baker.,Paul Hollywood,Mary Berry,Mel Giedroyc,Sue Perkins,6948
"https://m.media-amazon.com/images/M/MV5BMTY5MDgyMjY2M15BMl5BanBnXkFtZTgwMzAzNDQ4NTM@._V1_UX67_CR0,0,67,98_AL_.jpg",Harlots,(2017–2019),18,45 min,Drama,7.7,Brothel owner Margaret Wells struggles to raise her daughters in London during the 18th century.,Lesley Manville,Kate Fleetwood,Holli Dempsey,Eloise Smyth,6936
"https://m.media-amazon.com/images/M/MV5BMTkxNzk1MDQ1NV5BMl5BanBnXkFtZTgwNzc3MzA0NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",American Pickers,(2010– ),,60 min,"Documentary, Reality-TV",7,Mike and Frank are pickers that travel the country and literally would go anywhere just for the prospects of finding antique gold. With the assistance of Danielle they often find themselves in a comedic pickle.,Mike Wolfe,Danielle Colby-Cushman,Frank Fritz,Robbie Wolfe,6932
"https://m.media-amazon.com/images/M/MV5BNjZlNmQ3OTYtMWY3OS00ODllLTk2MmYtZjFhOTRmMGQzNDY4XkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_UX67_CR0,0,67,98_AL_.jpg",Blossom,(1990–1995),,30 min,"Comedy, Drama, Family",6,A teenage girl living in a house run by men dreams what life would be like if she lived in a more conventional family.,Mayim Bialik,Jenna von Oÿ,Joey Lawrence,Ted Wass,6931
"https://m.media-amazon.com/images/M/MV5BZWFhZmQ4ZmEtODljYS00NjNlLWI1MzktZDA5NDYwNGUyYzU4XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UX67_CR0,0,67,98_AL_.jpg",Eye Candy,(2015),,60 min,"Crime, Drama, Mystery",7.2,A New York woman suspects that one of her online dates is a serial killer.,Victoria Justice,Casey Deidrick,Harvey Guillén,Marcus Callender,6930
