Date;PKod;Pgroup;Pname;Pquantity;pce_zn;pwa_zn;pce_sn;pwa_sn;pce_sb;pwa_sb;pudzsb;pmarza;pmarzajedn;pkwmarza;pudzmarza
01.11.2018;15720;SWEETS;PETITKI TRUSKAWKA  30 G;20;0,7;14;1,1;22;1,35;27;0,03;36,36;0,4;8;0,05
01.11.2018;10225;SWEETS;PETTITKI LUBISIE DUO CZEK-ORZECH 30 G;21;0,82;17,22;1,21;25,41;1,49;31,29;0,03;32,23;0,39;8,19;0,05
01.11.2018;9691;CHIPS_FLAKES;PIANKA PUF 1 SZT;27;0,35;9,41;0,56;15,12;0,69;18,63;0,02;37,76;0,21;5,71;0,03
01.11.2018;10334;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;PIANKA PUF 1 SZT;24;0,35;8,4;0,56;13,44;0,69;16,56;0,02;37,5;0,21;5,04;0,03
01.11.2018;9676;SWEETS;PIANKA PUF 1 SZT 18 G;16;0,34;5,44;0,56;8,96;0,69;11,04;0,01;39,29;0,22;3,52;0,02
01.11.2018;5921;SWEETS;PIANKA TWISTER;1;0,68;0,68;0,97;0,97;1,19;1,19;0;29,9;0,29;0,29;0
01.11.2018;16432;DRINK_JUICE;PICCOLO TROPICAL 0_75L;1;5,84;5,84;7,63;7,63;9,39;9,39;0,01;23,46;1,79;1,79;0,01
01.11.2018;5577;VEGETABLES;PIECZARKA 0_5 KG  PACZKA;6;3,39;20,31;4,37;26,22;4,59;27,54;0,03;22,54;0,99;5,91;0,03
01.11.2018;3833;GENERAL_FOOD;PIECZARKA CA?A 156 G S?ON.OGROD;2;2,65;5,3;3,91;7,82;4,22;8,44;0,01;32,23;1,26;2,52;0,01
01.11.2018;10344;FISH;PIECZYWO CHRUPKIE  OWSIANE 160 G;1;2,29;2,29;3,8;3,8;3,99;3,99;0;39,74;1,51;1,51;0,01
01.11.2018;5523;CHEMISTRY;PIEPRZ CZARNY ZIARNO 15GR;14;0,99;13,86;1,62;22,68;1,99;27,86;0,03;38,89;0,63;8,82;0,05
01.11.2018;9946;SPICES;PIEPRZ ZIARNISTY  APPETITA 18 GR;1;0,88;0,88;1,29;1,29;1,59;1,59;0;31,78;0,41;0,41;0
01.11.2018;19432;SWEETS;PIERNIK DESIMO NADZ.200G;3;1,57;4,71;2,27;6,81;2,79;8,37;0,01;30,84;0,7;2,1;0,01
01.11.2018;8385;SWEETS;PIERNIK KRAJNKA  PACZKA;9;7,41;66,69;9,75;87,75;10,53;94,77;0,1;24;2,34;21,06;0,12
01.11.2018;17099;SWEETS;PIERNIK KROLEWSKI KRAKUS 150 G;3;2,15;6,45;3,24;9,72;3,99;11,97;0,01;33,64;1,09;3,27;0,02
01.11.2018;19211;COOKIES_BULK;PIERNIK SERCA/KATARZYNKI/NADZIEWANE;0,585;6,29;3,68;9,25;5,41;10;5,85;0,01;31,98;2,96;1,73;0,01
01.11.2018;7122;COOKIES_BULK;PIERNIKI  DOMOWE;12,585;16,1;202,64;20,83;262,14;25,63;322,52;0,33;22,7;4,73;59,5;0,34
01.11.2018;1355;GENERAL_FOOD;PIEROGI RUSKIE 400G GRZESK.;6;3,62;21,72;4,65;27,9;4,88;29,28;0,03;22,15;1,03;6,18;0,03
01.11.2018;10178;GENERAL;PIEROGI RUSKIE 400G KOTWICA;1;3,47;3,47;4,94;4,94;5,19;5,19;0,01;29,76;1,47;1,47;0,01
01.11.2018;8276;DAIRY_CHESSE;PIEROGI Z KAP-GRZYBY 450 G;2;7,07;14,14;8,84;17,68;9,28;18,56;0,02;20,02;1,77;3,54;0,02
01.11.2018;8665;CANNED_PATE;PIEROGI Z KAPUS/GRZYB.400GR GRZESKOWIAK;11;3,62;39,82;4,56;50,16;4,79;52,69;0,05;20,61;0,94;10,34;0,06
01.11.2018;18867;ICE_CREAMS_FROZEN;PIEROGI Z MIESEM NORDIS 450 G;1;4,91;4,91;6,36;6,36;6,68;6,68;0,01;22,8;1,45;1,45;0,01
01.11.2018;8664;CANNED_PATE;PIEROGI Z MI?SEM 400GR GRZESKOWIAK;5;4;20;5,04;25,2;5,29;26,45;0,03;20,63;1,04;5,2;0,03
01.11.2018;7438;ICE_CREAMS_FROZEN;PIEROGI Z OWOCAMI 450 G;2;3,99;7,98;6,39;12,78;6,71;13,42;0,01;37,56;2,4;4,8;0,03
01.11.2018;11114;GENERAL_FOOD;PIEROGI Z SEREM 400 G GRZESKOWIAK;11;4,19;46,09;5,24;57,64;5,5;60,5;0,06;20,04;1,05;11,55;0,07
01.11.2018;17781;ICE_CREAMS_FROZEN;PIEROGI Z SEREM 450 G;2;4,73;9,46;6,36;12,72;6,68;13,36;0,01;25,63;1,63;3,26;0,02
01.11.2018;8271;ICE_CREAMS_FROZEN;PIEROGI Z SEREM 450 G ELBRO;1;5,23;5,23;7,28;7,28;7,64;7,64;0,01;28,16;2,05;2,05;0,01
01.11.2018;17710;CANNED_PATE;PIEROGI Z SEREM/OWOC TACKA 4000GR;6;4,19;25,14;5,59;33,54;5,87;35,22;0,04;25,04;1,4;8,4;0,05
01.11.2018;19067;ICE_CREAMS_FROZEN;PIEROGI Z TRUSKAWKA 450 G;2;5,03;10,06;6,56;13,12;6,89;13,78;0,01;23,32;1,53;3,06;0,02
01.11.2018;16867;GENERAL_FOOD;PIEROGI ZE SZPINAKIEM;6;3,9;23,4;4,94;29,64;5,19;31,14;0,03;21,05;1,04;6,24;0,04
01.11.2018;9568;BEER;PIWO 3 CNOTY 0_5 L B/BEZW;2;4,88;9,76;6,12;12,24;7,53;15,06;0,02;20,26;1,24;2,48;0,01
01.11.2018;10046;BEER;PIWO BOJAN APA 1%  0_5 B/ZWR;1;3,02;3,02;3,73;3,73;4,59;4,59;0;19,03;0,71;0,71;0
01.11.2018;7740;BEER;PIWO BOJAN FAJRANT 0_5 L B/ZWR;5;1,79;8,95;2,21;11,05;2,72;13,6;0,01;19;0,42;2,1;0,01
01.11.2018;5974;GENERAL_FOOD;PIWO BOJAN GRUSZKOWE 0_5 L B/ZWR;2;2,69;5,38;3,41;6,82;4,19;8,38;0,01;21,11;0,72;1,44;0,01
01.11.2018;10135;BEER;PIWO BOJAN MALINOWE 0_5 L B/ZWROT;5;3,36;16,8;4,22;21,1;5,19;25,95;0,03;20,38;0,86;4,3;0,02
01.11.2018;17985;BEER;PIWO BOJAN STRAZACKIE 0_5 L B/ZW;1;2,63;2,63;3,17;3,17;3,9;3,9;0;17,03;0,54;0,54;0
01.11.2018;5231;BEER;PIWO BOJAN SZWEJK 0_5 L B/ZWROT;3;2,63;7,89;3,24;9,72;3,99;11,97;0,01;18,83;0,61;1,83;0,01
01.11.2018;17505;BEER;"PIWO BOJAN TOPOREK 0_5 L;B/ZW";2;3,05;6,1;3,81;7,62;4,69;9,38;0,01;19,95;0,76;1,52;0,01
01.11.2018;9546;BEER;PIWO BYCZE 0_5 L B/ZWROT;3;2,55;7,65;3,08;9,24;3,79;11,37;0,01;17,21;0,53;1,59;0,01
01.11.2018;10029;BEER;PIWO CAPTAIN JACK ALK 6%;3;2,72;8,16;3,54;10,63;4,36;13,07;0,01;23,24;0,82;2,47;0,01
01.11.2018;300;BEER;PIWO DEBOWE MOCNE 0_5L BUTELKA;47;1,8;84,47;2,43;114,21;2,99;140,53;0,14;26,04;0,63;29,74;0,17
01.11.2018;2638;BEER;PIWO DESPERADOS 0_4 L;13;2,53;32,89;3,49;45,37;4,29;55,77;0,06;27,51;0,96;12,48;0,07
01.11.2018;9351;BEER;PIWO DLA PANA TO 0_5 L B/BEZW;1;4,07;4,07;5,09;5,09;6,26;6,26;0,01;20,04;1,02;1,02;0,01
01.11.2018;9912;BEER;PIWO DZIKI SAD 0_4 SLIWKA;2;2,04;4,08;2,92;5,84;3,59;7,18;0,01;30,14;0,88;1,76;0,01
01.11.2018;5471;BEER;PIWO DZIKI SAD BUTELKA 0_4;6;1,94;11,64;2,92;17,52;3,59;21,54;0,02;33,56;0,98;5,88;0,03
01.11.2018;9618;BEER;PIWO DZIKI SAD CZERESNIA 4_5% 0_4 ML B/B;2;2,04;4,08;2,92;5,84;3,59;7,18;0,01;30,14;0,88;1,76;0,01
01.11.2018;8813;BEER;PIWO FOX 0_5 L PUSZKA MOCNE;111;1,23;136,26;1,83;203,13;2,25;249,75;0,26;32,92;0,6;66,87;0,38
01.11.2018;18441;BEER;PIWO FOX 0_5L PUSZKA JASNE;20;1,11;22,2;1,59;31,8;1,95;39;0,04;30,19;0,48;9,6;0,05
01.11.2018;9354;BEER;PIWO GOZDZILLA 0_5 L B/BEZW;1;4,07;4,07;5,08;5,08;6,25;6,25;0,01;19,88;1,01;1,01;0,01
01.11.2018;3117;BEER;PIWO HARNAS 0_5L PUSZKA;1;1,8;1,8;2,43;2,43;2,99;2,99;0;25,93;0,63;0,63;0
01.11.2018;9758;BEER;PIWO HEINEKEN 0_5 L BUT/BEZW 0%;1;2,42;2,42;3,16;3,16;3,89;3,89;0;23,42;0,74;0,74;0
01.11.2018;3994;BEER;PIWO HEINEKEN 0_5L B BEZ ZWROT;11;2,19;24,09;3,24;35,64;3,99;43,89;0,05;32,41;1,05;11,55;0,07
01.11.2018;1901;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;PIWO KARMI 0_4 BUT CLASSIC;2;2,13;4,26;3,16;6,32;3,89;7,78;0,01;32,59;1,03;2,06;0,01
01.11.2018;19768;BEER;PIWO KSIAZECE 0_5 B/ZWROT CZERWONY;5;2,25;11,25;3,24;16,2;3,99;19,95;0,02;30,56;0,99;4,95;0,03
01.11.2018;19778;BEER;PIWO KSIAZECE 0_5 L CIEMNE B/ZW;1;2,32;2,32;3,24;3,24;3,99;3,99;0;28,4;0,92;0,92;0,01
01.11.2018;8723;BEER;PIWO KSIAZECE IPA 0_5 B/ZWR;5;2,62;13,1;4,06;20,3;4,99;24,95;0,03;35,47;1,44;7,2;0,04
01.11.2018;8452;BEER;PIWO LECH  FREE 0_5 L  B/ZWR;6;1,79;10,74;2,43;14,58;2,99;17,94;0,02;26,34;0,64;3,84;0,02
01.11.2018;4865;BEER;PIWO LECH  MOITO 0_5 L B/ZW;2;2,12;4,24;2,76;5,52;3,39;6,78;0,01;23,19;0,64;1,28;0,01
01.11.2018;1055;DRINK_JUICE;PIWO LECH FREE 0_33L BUT.B/ZW;2;1,56;3,12;2,19;4,38;2,69;5,38;0,01;28,77;0,63;1,26;0,01
01.11.2018;3014;BEER;PIWO LECH FREE B/A.Z LIMON 0_33 B/BZW;5;1,6;8;2,19;10,95;2,69;13,45;0,01;26,94;0,59;2,95;0,02
01.11.2018;7097;BEER;PIWO LECH ORANGE 0_5 L B/ZWROT;5;1,91;9,55;2,76;13,8;3,39;16,95;0,02;30,8;0,85;4,25;0,02
01.11.2018;301;BEER;PIWO LECH PILS 0_5L BUTELKA;171;1,89;323,3;2,45;419,69;3,02;516,49;0,53;22,97;0,56;96,39;0,54
01.11.2018;303;BEER;PIWO LECH PREMIUM 0_5L BUTELKA;114;1,74;198,84;2,27;258,78;2,79;318,06;0,33;23,16;0,53;59,94;0,34
01.11.2018;17547;BEER;PIWO LECH SHANDY 0_5 BUT;16;1,99;31,84;2,76;44,16;3,39;54,24;0,06;27,9;0,77;12,32;0,07
01.11.2018;10165;BEER;PIWO LOMZA 0_5 L 0% BUT/BEZW;4;1,69;6,76;2,35;9,4;2,89;11,56;0,01;28,09;0,66;2,64;0,01
01.11.2018;10166;BEER;PIWO LOMZA 0_5 L 0% GRAPEFRUT BUT/BEZWR;5;1,83;9,15;2,59;12,95;3,19;15,95;0,02;29,34;0,76;3,8;0,02
01.11.2018;10052;BEER;PIWO LOM?A MIODOWE 0_5 L B/BEZW;2;2,25;4,5;3;6;3,69;7,38;0,01;25;0,75;1,5;0,01
01.11.2018;17509;BEER;PIWO LWOWEK MALINA 0_5 L B/ZW;2;2,78;5,56;3,48;6,96;4,28;8,56;0,01;20,11;0,7;1,4;0,01
01.11.2018;4121;BEER;PIWO MOCNE POLSKIE 0_33L;37;1,02;37,74;1,42;52,54;1,75;64,75;0,07;28,17;0,4;14,8;0,08
01.11.2018;15844;BEER;PIWO NAMYS?OW 0_5 B/BEZW;59;1,78;105,02;2,43;143,37;2,99;176,41;0,18;26,75;0,65;38,35;0,22
01.11.2018;10066;BEER;PIWO NOCNA ZMIANA 0_5 L B/BEZW;1;4,07;4,07;5,09;5,09;6,26;6,26;0,01;20,04;1,02;1,02;0,01
01.11.2018;10359;BEER;PIWO NOCNY MAREK 0_5 L B/BEZW;1;5;5;6,5;6,5;7,99;7,99;0,01;23,08;1,5;1,5;0,01
01.11.2018;9765;BEER;PIWO OKOCIM RADLER 0_5 L B/ZWR WISNIA 0%;2;1,81;3,62;2,59;5,18;3,19;6,38;0,01;30,12;0,78;1,56;0,01
01.11.2018;11418;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;PIWO PERLA CHMIELOWA 0_5L BUT.B/ZWROT.;7;1,77;12,37;2,4;16,77;2,95;20,63;0,02;26,24;0,63;4,4;0,02
01.11.2018;10400;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;PIWO PERLA EKSPORT 0_5L BUT.BEZZWROTNA;9;1,77;15,94;2,39;21,47;2,93;26,41;0,03;25,76;0,61;5,53;0,03
01.11.2018;10051;BEER;PIWO PER?A RZE?KIE 0_5L B/BEZW;1;1,76;1,76;2,35;2,35;2,89;2,89;0;25,11;0,59;0,59;0
01.11.2018;4923;BEER;PIWO PRAZUBR NIEP.0_5 B/ZW;2;1,66;3,32;2,32;4,64;2,85;5,7;0,01;28,45;0,66;1,32;0,01
01.11.2018;10064;BEER;PIWO PSOTNIK 0_5 L B/BEZW;1;4,85;4,85;6,12;6,12;7,53;7,53;0,01;20,75;1,27;1,27;0,01
01.11.2018;9076;BEER;PIWO REDDS BIANCO 0_4 B/BEZ;2;2,53;5,06;3,33;6,66;4,09;8,18;0,01;24,02;0,8;1,6;0,01
01.11.2018;9124;BEER;PIWO REDDS BIANCO 0_5 L PUSZKA;1;2,51;2,51;3,65;3,65;4,49;4,49;0;31,23;1,14;1,14;0,01
01.11.2018;10019;BEER;PIWO REDDS MALINOWY 0_4  BEZ/ZWR;4;2,43;9,72;3,24;12,96;3,99;15,96;0,02;25;0,81;3,24;0,02
01.11.2018;16371;BEER;PIWO REDDS ZURAWINA 0_5 PUSZKA;3;2,51;7,53;3,65;10,95;4,49;13,47;0,01;31,23;1,14;3,42;0,02
01.11.2018;2347;BEER;PIWO SAMERSBY  0_500 ML PUSZKA;7;2,7;18,9;3,81;26,67;4,69;32,83;0,03;29,13;1,11;7,77;0,04
01.11.2018;2113;BEER;PIWO SAMERSBY ERDEFLOWER 0_4 B/BZ;3;2,62;7,86;4,06;12,18;4,99;14,97;0,02;35,47;1,44;4,32;0,02
01.11.2018;9356;BEER;PIWO SROGIE LANIE 0_5 L B/BEZWROT;2;4,89;9,78;6,12;12,24;7,53;15,06;0,02;20,1;1,23;2,46;0,01
01.11.2018;297;BEER;PIWO TATRA JASNE PE?NE 0_5L BUTELKA ZÓ?T;92;1,4;128,8;1,7;156,4;2,09;192,28;0,2;17,65;0,3;27,6;0,16
01.11.2018;326;BEER;PIWO TATRA PILS 0_5L PUSZKA;1;1,73;1,73;2,43;2,43;2,99;2,99;0;28,81;0,7;0,7;0
01.11.2018;299;BEER;PIWO TYSKIE 0_5L BUTELKA;553;1,66;915,34;2,11;1166,83;2,59;1432,27;1,48;21,55;0,45;251,49;1,42
01.11.2018;18765;BEER;PIWO TYSKIE KLASYCZNE 0_5 BUT.ZW;14;1,73;24,22;2,23;31,21;2,74;38,34;0,04;22,4;0,5;6,99;0,04
01.11.2018;314;BEER;PIWO TYSKIE PUSZKA 0_5L;163;1,99;324,71;2,67;435,21;3,29;536,27;0,55;25,39;0,68;110,5;0,62
01.11.2018;308;BEER;PIWO WARKA 0_5L BUT.JASNE PE?NE;14;1,49;20,86;2,19;30,66;2,69;37,66;0,04;31,96;0,7;9,8;0,06
01.11.2018;18661;BEER;PIWO WARKA RADLER 0_5 PUSZKA;4;1,95;7,8;3;12;3,69;14,76;0,02;35;1,05;4,2;0,02
01.11.2018;2351;BEER;PIWO WARKA RADLER CZAR_PORZE.0_5 L PUSZ;13;1,95;25,35;3;39;3,69;47,97;0,05;35;1,05;13,65;0,08
01.11.2018;7501;BEER;PIWO WARKA RADLER MALI+CYTR 0_5 L PUSZKA;4;1,95;7,8;3;12;3,69;14,76;0,02;35;1,05;4,2;0,02
01.11.2018;10065;BEER;PIWO WEST COOST 0_5 L B/BEZW;1;4,07;4,07;5,09;5,09;6,26;6,26;0,01;20,04;1,02;1,02;0,01
01.11.2018;4685;BEER;PIWO WOJAK 0_5 L BUTELKA JASNE;397;1,21;481,14;1,62;643,14;1,99;790,03;0,81;25,19;0,41;162;0,91
01.11.2018;9541;BEER;PIWO ZA WSZELKA CENE 0_5 L;1;4,88;4,88;6,12;6,12;7,53;7,53;0,01;20,26;1,24;1,24;0,01
01.11.2018;8108;BEER;PIWO ZATECKY 0_5 L B/ZWROT;7;1,82;12,74;2,43;17,01;2,99;20,93;0,02;25,1;0,61;4,27;0,02
01.11.2018;10067;BEER;PIWO ZAU?EK SZATANA 0_5 L B/BEZW;1;4,89;4,89;6,12;6,12;7,53;7,53;0,01;20,1;1,23;1,23;0,01
01.11.2018;304;BEER;PIWO ZUBR 0_5L BUTELKA;1274;1,43;1827,12;1,67;2127,58;2,05;2611,7;2,69;14,12;0,24;300,46;1,69
01.11.2018;327;BEER;PIWO ZUBR 0_5L PUSZKA;176;1,81;318,56;2,35;413,6;2,89;508,64;0,52;22,98;0,54;95,04;0,54
01.11.2018;298;BEER;PIWO ZYWIEC 0_5L BUTELKA;14;1,98;27,72;2,65;37,1;3,26;45,64;0,05;25,28;0,67;9,38;0,05
01.11.2018;17854;BEER;PIWO ZYWIEC PORTER 0_5L;2;2,97;5,94;3,73;7,46;4,59;9,18;0,01;20,38;0,76;1,52;0,01
01.11.2018;324;BEER;PIWO ZYWIEC PUSZKA 0_5L;40;2,14;85,6;2,86;114,4;3,52;140,8;0,15;25,17;0,72;28,8;0,16
01.11.2018;19066;ICE_CREAMS_FROZEN;PIZZA 4 SERY;3;6,63;19,89;9,42;28,26;9,89;29,67;0,03;29,62;2,79;8,37;0,05
01.11.2018;1786;SWEETS;PIZZA MROZONA;1;5,74;5,74;7,61;7,61;7,99;7,99;0,01;24,57;1,87;1,87;0,01
01.11.2018;17559;GENERAL_FOOD;PIZZA Z SZYNKA+PIECZARKI 425 G;2;6,63;13,26;9,42;18,84;9,89;19,78;0,02;29,62;2,79;5,58;0,03
01.11.2018;5110;ICE_CREAMS_FROZEN;PIZZA Z SZYNKAI PIECZARKA;7;4,5;31,5;7,61;53,27;7,99;55,93;0,06;40,87;3,11;21,77;0,12
01.11.2018;15552;TABLETS;PLASTER POLSKI LEK DO CIECIA 6 CM;1;3,71;3,71;5,18;5,18;5,59;5,59;0,01;28,38;1,47;1,47;0,01
01.11.2018;5501;TABLETS;PLASTER-ROLKA 2_5 CM 5 M;1;3,5;3,5;5,46;5,46;5,9;5,9;0,01;35,9;1,96;1,96;0,01
01.11.2018;15650;CHEMISTRY;PLASTRY FAMILI;3;3,71;11,13;5,18;15,54;5,59;16,77;0,02;28,38;1,47;4,41;0,02
01.11.2018;520;CHEMISTRY;PLATKI BELLA 80+30%;4;2,07;8,26;3,02;12,08;3,26;13,04;0,01;31,62;0,96;3,82;0,02
01.11.2018;6125;CHIPS_FLAKES;PLATKI CHEERIOS MIODOWE 250G;1;3,47;3,47;4,96;4,96;5,21;5,21;0,01;30,04;1,49;1,49;0,01
01.11.2018;142;CHIPS_FLAKES;PLATKI CORN FLAKES 250G NESTLE;10;2,69;26,9;3,8;38;3,99;39,9;0,04;29,21;1,11;11,1;0,06
01.11.2018;8380;GENERAL;PLATKI FITNESS 225 G FRUITS;2;3,47;6,94;4,75;9,5;4,99;9,98;0,01;26,95;1,28;2,56;0,01
01.11.2018;3533;CHIPS_FLAKES;PLATKI FRUTINA 250G;1;5,34;5,34;6,66;6,66;6,99;6,99;0,01;19,82;1,32;1,32;0,01
01.11.2018;6801;CHEMISTRY;PLATKI KOSMETYCZNE MEA 120 SZT;6;1,85;11,1;2,59;15,54;2,8;16,77;0,02;28,57;0,74;4,44;0,03
01.11.2018;1356;CHIPS_FLAKES;PLATKI MLEKOLAKI KOLKA MIODOWE 250 G;1;2,32;2,32;3,8;3,8;3,99;3,99;0;38,95;1,48;1,48;0,01
01.11.2018;662;GENERAL_FOOD;PLATKI OWSIAN GORSKIE 500G;9;1,86;16,74;2,55;22,93;2,68;24,11;0,02;27;0,69;6,19;0,03
01.11.2018;10263;CHEMISTRY;PLYN AJAX 1 L BOOST;1;5,5;5,5;3,62;3,62;4,45;4,45;0;-51,93;-1,88;-1,88;-0,01
01.11.2018;8030;CHEMISTRY;PLYN AJAX 1 L OPTIMAL;1;3,33;3,33;5,85;5,85;7,19;7,19;0,01;43,08;2,52;2,52;0,01
01.11.2018;19126;CHEMISTRY;PLYN AJAX 1L CZERWONY;2;4,2;8,4;5,93;11,86;7,29;14,58;0,02;29,17;1,73;3,46;0,02
01.11.2018;18272;CHEMISTRY;PLYN AJAX FDF FIOLETOWY 1L;3;3,99;11,97;5,93;17,79;7,29;21,87;0,02;32,72;1,94;5,82;0,03
01.11.2018;1875;CHEMISTRY;PLYN DA NACZYN EDGAR 0_5 L ALOES;5;0,92;4,6;1,47;7,34;1,81;9,04;0,01;37,33;0,55;2,74;0,02
01.11.2018;8479;ART._HYGIENIC;PLYN DO ?AZIENKI 1 L ZÓ?TY;1;4,39;4,39;7,31;7,31;8,99;8,99;0,01;39,95;2,92;2,92;0,02
01.11.2018;16693;CHEMISTRY;PLYTA CD I DVD;19;0,83;15,77;1,26;23,94;1,55;29,45;0,03;34,13;0,43;8,17;0,05
01.11.2018;3793;GENERAL;PODGRZYBEK 20 G;3;4,44;13,32;5,55;16,65;5,99;17,97;0,02;20;1,11;3,33;0,02
01.11.2018;4762;GENERAL;PODGRZYBEK BRUNATNY 20 G RONPOL;2;3,9;7,8;5,82;11,64;6,29;12,58;0,01;32,99;1,92;3,84;0,02
01.11.2018;17082;VEGETABLES;PODGRZYBEK KROJONY BRUNATNY 40 G;1;7;7;10,18;10,18;10,99;10,99;0,01;31,24;3,18;3,18;0,02
01.11.2018;8369;SOCKS_THIGHTS;PODKOLANOWKI MIKROFIBRA 40;1;2,55;2,55;3,45;3,45;4,24;4,24;0;26,09;0,9;0,9;0,01
01.11.2018;11251;SOCKS_THIGHTS;PODKOLANÓWKI 2 PARY;3;1,76;5,28;2,43;7,29;2,99;8,97;0,01;27,57;0,67;2,01;0,01
01.11.2018;5059;CHEMISTRY;PODPASKI BELLA NOC 7 SZT;1;3,19;3,19;4,62;4,62;4,99;4,99;0,01;30,95;1,43;1,43;0,01
01.11.2018;5981;CHEMISTRY;PODPASKI BELLA NORMAL BEZ SKRZYD;1;1,29;1,29;2,09;2,09;2,26;2,26;0;38,28;0,8;0,8;0
01.11.2018;17690;CHEMISTRY;PODPASKI BELLA PERF.ROSE;1;3,19;3,19;4,62;4,62;4,99;4,99;0,01;30,95;1,43;1,43;0,01
01.11.2018;4077;CHEMISTRY;PODPASKI BELLA PERFECTA NIGHT;1;3,19;3,19;4,62;4,62;4,99;4,99;0,01;30,95;1,43;1,43;0,01
01.11.2018;3593;CHEMISTRY;PODPASKI BELLA PERFECTA ORANGE;1;3,19;3,19;4,62;4,62;4,99;4,99;0,01;30,95;1,43;1,43;0,01
01.11.2018;58;CHEMISTRY;PODPASKI BELLA PERFECTA RED;2;3,19;6,38;4,62;9,24;4,99;9,98;0,01;30,95;1,43;2,86;0,02
01.11.2018;7093;CHEMISTRY;PODPASKI NATURELLA 8 MAX;1;2,22;2,22;3,62;3,62;3,91;3,91;0;38,67;1,4;1,4;0,01
01.11.2018;8957;DAIRY_CHESSE;POEZJA DESER CZEKOLADOWY 180 G;5;1,37;6,85;1,94;9,7;2,09;10,45;0,01;29,38;0,57;2,85;0,02
01.11.2018;8712;DAIRY_CHESSE;POEZJA DESER MLECZ ORZECH 180 G;6;1,37;8,22;1,94;11,64;2,09;12,54;0,01;29,38;0,57;3,42;0,02
01.11.2018;3904;MEAT;POLEDWICA SOPOLCKA KG;1,115;17,21;19,19;19,92;22,21;20,92;23,33;0,02;13,6;2,71;3,02;0,02
01.11.2018;81;GENERAL_FOOD;POMIDORY CA?E 400 G SLONECZ.OGROD;6;1,59;9,54;2,28;13,68;2,46;14,76;0,02;30,26;0,69;4,14;0,02
01.11.2018;19952;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;POMIDORY DAWTONA B/SKORKI KROJONE 400G;7;1,64;11,48;2,49;17,43;2,69;18,83;0,02;34,14;0,85;5,95;0,03
01.11.2018;14235;PHONES_ADJUSTMENTS;POMPKA ERA TAK TAK 5 ZL;10;3,87;38,7;4,07;40,7;5;50;0,05;4,91;0,2;2;0,01
01.11.2018;14234;PHONES_ADJUSTMENTS;POMPKA ORANGE 5 ZL;60;3,87;232,2;4,07;244,2;5;300;0,31;4,91;0,2;12;0,07
01.11.2018;7361;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;POMPKA PLAY DOLADOWANIE;46;3,85;177,1;4,07;187,22;5;230;0,24;5,41;0,22;10,12;0,06
01.11.2018;14233;PHONES_ADJUSTMENTS;POMPKA SIMPLUS 5 ZL;216;3,8;821,64;4,07;879,12;5;1080;1,11;6,54;0,27;57,48;0,32
01.11.2018;10055;SWEETS;POP CORN KUBEK 20 G;1;1,1;1,1;1,7;1,7;1,79;1,79;0;35,29;0,6;0,6;0
01.11.2018;3187;COFFEE TEA;POPCORN OK 90G DO MIKROFALI;12;1,02;12,24;1,51;18,12;1,59;19,08;0,02;32,45;0,49;5,88;0,03
01.11.2018;15609;GENERAL_FOOD;POWIDLA SLIWKA SLON.OGROD 290G;13;2,23;29,01;3,69;47,97;3,99;51,87;0,05;39,52;1,46;18,96;0,11
01.11.2018;6749;GENERAL;POWIDLA WEGIERKOWE 290 HERBOPOL;1;3,56;3,56;4,9;4,9;5,29;5,29;0,01;27,35;1,34;1,34;0,01
01.11.2018;10057;GENERAL_FOOD;PRAZYNKA ZIEMNIACZANNA 60 G;1;1,39;1,39;2,03;2,03;2,19;2,19;0;31,53;0,64;0,64;0
01.11.2018;9877;SWEETS;PRAZYNKI BOCZEK 60 G;1;1,39;1,39;2,03;2,03;2,19;2,19;0;31,53;0,64;0,64;0
01.11.2018;17867;SWEETS;PRAZYNKI SPOKO 60 G;12;1,14;13,68;1,71;20,52;1,85;22,2;0,02;33,33;0,57;6,84;0,04
01.11.2018;13108;SWEETS;PRECELKI LAJKONIK 130 G;4;2,39;9,56;3,46;13,84;4,25;17;0,02;30,92;1,07;4,28;0,02
01.11.2018;10328;SWEETS;PRECLE PIERNIKOWE 150 G;3;2,15;6,45;3,24;9,72;3,99;11,97;0,01;33,64;1,09;3,27;0,02
01.11.2018;9512;GENERAL;PRETZEL 100 G CHIPS;1;1,78;1,78;2,67;2,67;3,29;3,29;0;33,33;0,89;0,89;0,01
01.11.2018;5914;SWEETS;PREZERWATYWA;2;2,8;5,6;3,88;7,76;4,19;8,38;0,01;27,84;1,08;2,16;0,01
01.11.2018;5911;SWEETS;PREZERWATYWA  3 SZT;2;2,8;5,6;3,88;7,76;4,19;8,38;0,01;27,84;1,08;2,16;0,01
01.11.2018;1148;COFFEE TEA;PRIMA 100 G MIELONA;26;2,4;62,3;3,02;78,63;3,72;96,81;0,1;20,77;0,63;16,33;0,09
