Index,Name,Volume,Volume_USD,Market_Cap,Market_Cap_USD,Sales,Floor_Price,Floor_Price_USD,Average_Price,Average_Price_USD,Owners,Assets,Owner_Asset_Ratio,Category,Website,Logo
358,Famous Caricatures,13.08,1920.4056,14.14285714,2076.454286,35,0.33,48.4506,0.373714286,54.86873143,12,25,48,"Digital,Art,Collectibles",,https://content.solsea.io/files/thumbnail/1640412281577-991739377.jpg
359,Flying Monkes,12.98,1905.7236,0,0,28,0.28,41.1096,0.463571429,68.06155714,7,8,87.5,,https://t.co/1geITcACHH,https://content.solsea.io/files/thumbnail/1640376121473-860528684.jpg
360,Underground Mode,12.8,1879.296,0.451764706,66.32809412,30,0.02,2.9364,0.426666667,62.6432,5,24,20.83,,https://www.instagram.com/undergroundmode_,https://content.solsea.io/files/thumbnail/1634571536205-662563636-profile.jpg
361,HiveKeepers,12.76,1873.4232,2.2,323.004,108,0.11,16.1502,0.118148148,17.34651111,12,22,54.55,"2D,Metaverse,Collectibles,Graphics,Image",https://www.hivekeepers.io/,https://content.solsea.io/files/thumbnail/1639665175257-134255501.png
362,Bud Head Hood Girls,12.48,1832.3136,301.4914286,44264.97154,35,0.24,35.2368,0.356571429,52.35181714,16,818,1.96,"Digital,Art,Collectibles,Graphics,Street Art,Picture,Image",https://budheadcommunity.com/,https://content.solsea.io/files/thumbnail/1638744430820-41794624.png
363,Corona Pixus,12.47,1830.8454,27.96133333,4105.28296,84,0.15,22.023,0.148452381,21.79577857,25,134,18.66,"Digital,Art,Painting,Drawing,Collectibles",https://twitter.com/coronapixus,https://content.solsea.io/files/thumbnail/1638557595483-800321250.gif
364,The Ollivander,12.34,1811.7588,9.87,1449.1134,382,0.02,2.9364,0.032303665,4.742824084,237,423,56.03,,https://t.co/nwsi6ybvWz?amp=1,https://content.solsea.io/files/thumbnail/1638283825818-773312442-NTZKOcEI_400x400.jpg
365,PSY Network | PlanetZ,12.3,1805.886,0,0,9,1.7,249.594,1.366666667,200.654,4,4,100,,https://t.co/cKAvZZsuWv,https://content.solsea.io/files/thumbnail/1640822015026-315421615.jpg
366,Solana Monkey University,12.27,1801.4814,0,0,11,2.49,365.5818,1.115454545,163.7710364,1,1,100,,https://t.co/UWnkWjeNG5,https://content.solsea.io/files/thumbnail/1640287581373-165981626.jpg
367,BillionaireBatsClub,12,1761.84,0,0,4,2,293.64,3,440.46,6,7,85.71,"Metaverse,Privilege,Digital,Art",https://billionairebats.com/,https://content.solsea.io/files/thumbnail/1635437687046-550863946-Twitter Icon v2.png
368,Reindeer Frozen,12,1761.84,0,0,10,1.2,176.184,1.2,176.184,1,8,12.5,"3D,Art,Digital,PFP,Music Theme,Video",reindeerfrozen.io,https://content.solsea.io/files/thumbnail/1639776627635-273883459.jpg
369,Kreechures,11.88,1744.2216,5.96,875.0472,10,10,1468.2,1.188,174.42216,4,4,100,"Collectibles,PFP,P2E",https://www.kreechures.com/,https://content.solsea.io/files/thumbnail/1640504190427-779000934.png
370,Culture Of Women,11.8,1732.476,65.875,9671.7675,29,0.29,42.5778,0.406896552,59.74055172,89,155,57.42,"Digital,Art,Collectibles,Artifact,Performance,PFP,Graphics,2D,Street Art,Picture",https://CultureOfWomen.com/,https://content.solsea.io/files/thumbnail/1637444055679-850878213-icon_400x400.jpeg
371,SolStein,11.75,1725.135,0,0,7,,,1.678571429,246.4478571,0,0,,,https://www.yawww.io/,https://content.solsea.io/files/thumbnail/1639738978852-381847777.png
372,Solana Tigers,11.55,1695.771,0,0,26,0.2,29.364,0.444230769,65.22196154,28,43,65.12,"Digital,Art,Collectibles",https://solanatigers.art/,https://content.solsea.io/files/thumbnail/1637317942328-963424591-unknown.png
373,Tiny Tigers,11.53,1692.8346,0,0,102,0.1,14.682,0.113039216,16.59641765,30,44,68.18,"Art,Digital,Collectibles,Metaverse,Drawing",https://tinyjunglenft.com/,https://content.solsea.io/files/thumbnail/1639242482284-349282862.jpeg
374,SGFUnited,11.43,1678.1526,0,0,32,0.24,35.2368,0.3571875,52.44226875,38,54,70.37,"Collectibles,Art",https://sgfunited.com/,https://content.solsea.io/files/thumbnail/1633695959369-747070550-mystery_cyborg_2.png
375,Solanne,11.4,1673.748,0,0,20,0.25,36.705,0.57,83.6874,4,262,1.53,,https://solanne.art/,https://content.solsea.io/files/thumbnail/1632322919482-557964092-Icon-image.png
376,Moonicorns,11.35,1666.407,2,293.64,38,0.2,29.364,0.298684211,43.85281579,5,8,62.5,"Digital,Art,Collectibles,PFP,2D,Drawing,Image,Picture,Design",,https://content.solsea.io/files/thumbnail/1635547494448-10422667-FFAB101E-14EA-4FE2-9ED1-10D2985DC04D.png
377,Rogue Circuits,11.31,1660.5342,3.9,572.598,35,0.09,13.2138,0.323142857,47.44383429,33,52,63.46,,roguecircuits.com,https://content.solsea.io/files/thumbnail/1635065097170-445184909-download (6).png
378,Cyber Frogs,11.25,1651.725,0,0,10,1,146.82,1.125,165.1725,2,3,66.67,,https://cyberfrogs.io/,https://content.solsea.io/files/thumbnail/1633380031080-374129558-E-DRzh3A_400x400.png
379,Stickwives of the StickVerse,11.11,1631.1702,20.29034483,2979.028428,548,0.02,2.9364,0.020273723,2.976587956,416,934,44.54,,https://t.co/sjkgwtZ6TI?amp=1,https://content.solsea.io/files/thumbnail/1637082192266-104432054-lbhlwvth_400x400.jpg
380,Birefringence,11.07,1625.2974,0,0,3,3.69,541.7658,3.69,541.7658,3,14,21.43,"Photography,Art",https://tassiegrammer.com.au,https://content.solsea.io/files/thumbnail/1638920838407-619989228.jpg
381,Pandas Paradise,11.01,1616.4882,0,0,11,0.1,14.682,1.000909091,146.9534727,42,59,71.19,Collectibles,https://pandasparadise.pet/,https://content.solsea.io/files/thumbnail/1632225778082-449651264-hah.png
382,Sol Heroes,11,1615.02,0,0,2,1,146.82,5.5,807.51,3,12,25,,,https://content.solsea.io/files/thumbnail/1632165268905-290489951-thumbnail.png
383,The Keezer$ols,11,1615.02,0,0,11,,,1,146.82,1,1,100,,www.keez.gallery,https://content.solsea.io/files/thumbnail/1632156931709-7847222-0ktOzjTV_400x400.jpg
384,Real Deal Xmas 2021 ,11,1615.02,88,12920.16,11,1,146.82,1,146.82,1,88,1.14,"Physical,Digital,Privilege",www.realdealnfts.io,https://content.solsea.io/files/thumbnail/1640225837472-706718952.png
385,LearnToApe Meerkatsu,11,1615.02,0,0,8,6,880.92,1.375,201.8775,1,1,100,"Digital,Metaverse,Art,Collectibles,2D,Drawing",,https://content.solsea.io/files/thumbnail/1641043612459-749628990.png
386,Sol Zombie NFT,10.99,1613.5518,3.9,572.598,6,0.3,44.046,1.831666667,268.9253,15,39,38.46,"Design,Photography,Digital",https://www.solzombie.com/,https://content.solsea.io/files/thumbnail/1637415276073-255645178-66.png
387,MonkeyBall,10.9,1600.338,0,0,3,9,1321.38,3.633333333,533.446,8,8,100,,monkeyball.com,https://content.solsea.io/files/thumbnail/1641488469416-677870316.png
388,CyberVerse,10.87,1595.9334,0,0,30,0.15,22.023,0.362333333,53.19778,10,19,52.63,"Digital,Metaverse,Art,Collectibles,Graphics,2D,Design,Picture,Image",,https://content.solsea.io/files/thumbnail/1633431346817-676846534-Planet explosion with galaxy explosion by Greg Rutkowsk.png
389,Proto Pass,10.87,1595.9334,0.836153846,122.7641077,13,1.2,176.184,0.836153846,122.7641077,1,1,100,,,https://content.solsea.io/files/thumbnail/1642021277192-457647277.jpg
390,Jungle Cats,10.67,1566.5694,0,0,2,7.77,1140.7914,5.335,783.2847,3,3,100,,https://junglecats.io/,https://content.solsea.io/files/thumbnail/1635175098395-63080580-z5UuWVai_400x400.jpg
391,SOL Parasite,10.55,1548.951,0,0,21,0.54,79.2828,0.502380952,73.75957143,5,5,100,,SOLParasites.com,https://content.solsea.io/files/thumbnail/1636796601639-92742262-dVxfZtGd_400x400.jpg
392,SamurAI,10.5,1541.61,34,4991.88,12,1,146.82,0.875,128.4675,8,34,23.53,"Art,Digital,Image,Painting,Collectibles,2D,Design,AI",https://www.instagram.com/bens_lab,https://content.solsea.io/files/thumbnail/1641352183818-118088332.png
393,Music Legends,10.49,1540.1418,11.2,1644.384,63,0.12,17.6184,0.166507937,24.44669524,14,70,20,"Digital,Metaverse,Art,Collectibles,Music,Music Theme,Painting,Picture,Image",,https://content.solsea.io/files/thumbnail/1636325515565-604422407-prince.jpg
394,Belugies,10.4,1526.928,6,880.92,16,0.37,54.3234,0.65,95.433,13,15,86.67,,belugies.com,https://content.solsea.io/files/thumbnail/1635177414355-988603329-5BoKlM8Z_400x400.jpg
395,KORAL KLVB,10.3,1512.246,0,0,5,1.95,286.299,2.06,302.4492,2,15,13.33,"3D,Art,Video,Collectibles,Design,Digital,Graphics,Image,Picture,Sculpture,Photography",https://www.koralklvb.com/,https://content.solsea.io/files/thumbnail/1635104284472-845607288-ICON_OK.png
396,Leonardo Glauso,10.2,1497.564,28.25,4147.665,26,0.2,29.364,0.392307692,57.59861538,11,113,9.73,"Photography,Collectibles,Art",https://www.leonardoglauso.com/,https://content.solsea.io/files/thumbnail/1637156828818-329616882-1920px-Leonardo_Glauso_fotografo_Firenze.jpg
397,Compendi-Pigs,10.19,1496.0958,0,0,6,3.99,585.8118,1.698333333,249.3493,4,5,80,,https://compendium.finance/piggies,https://content.solsea.io/files/thumbnail/1632074326288-159934490-CompendiumFi_Twitter_icon4 - Compendium Finance.png
398,SPACE APES CLUB ,10.1,1482.882,0,0,31,0.3,44.046,0.325806452,47.83490323,6,55,10.91,"Digital,Art,Collectibles",,https://content.solsea.io/files/thumbnail/1641210164599-833804142.jpeg
399,69 Pussy Cats,10.08,1479.9456,0,0,13,0.69,101.3058,0.775384615,113.8419692,2,50,4,"Digital,Street Art,Collectibles,Art,2D",https://galerianft.art/,https://content.solsea.io/files/thumbnail/1632179315477-382567636-26 Zombie Cat.png
400,Yuki,10,1468.2,44,6460.08,20,0.5,73.41,0.5,73.41,7,88,7.95,"2D,Digital,Metaverse,Art,Collectibles,Artifact,Image,Picture,Drawing,Painting,Graphics",https://yuki-hanzo-nft.aqulas.me/,https://content.solsea.io/files/thumbnail/1640369540489-787008364.jpg
401,GiaTwo Doll N,10,1468.2,0,0,32,0.2,29.364,0.3125,45.88125,10,97,10.31,"Collectibles,Art,Design,PFP,Graphics,2D,3D,Picture,Street Art",https://digitaleyes.market/collections/GiaTwo%20Doll,https://content.solsea.io/files/thumbnail/1639822806744-668636630.jpg
402,Lia Moonrise,10,1468.2,0,0,1,,,10,1468.2,0,0,,"Digital,Art,2D,Painting,Image,Print",,https://content.solsea.io/files/thumbnail/1633862259196-239830513-lia.png
403,SOL CASH NFT,10,1468.2,90,13213.8,10,1,146.82,1,146.82,1,90,1.11,"Digital,3D,Privilege",https://www.solcashnft.io,https://content.solsea.io/files/thumbnail/1639299494195-577673071.png
404,The Fracture: SOLgods Prestige Collection,9.99,1466.7318,0,0,1,166.06,24380.9292,9.99,1466.7318,3,5,60,"Digital,Art",http://solanagods.io/,https://content.solsea.io/files/thumbnail/1635434693212-950776585-za ikoicu bree.png
405,Pyramids,9.9,1453.518,11.94285714,1753.450286,165,0.05,7.341,0.06,8.8092,52,152,34.21,"Digital,Collectibles,Ticket,Privilege",https://serpent.academy,https://content.solsea.io/files/thumbnail/1637729344537-430456157-Screen Shot 2021-11-23 at 22.48.22.png
406,Space Sharks,9.84,1444.7088,53.295,7824.7719,80,0.1,14.682,0.123,18.05886,44,102,43.14,"Collectibles,Art,PFP,2D",www.spacesharks.club,https://content.solsea.io/files/thumbnail/1638002512270-150161152-11.png
407,Boneworld,9.74,1430.0268,0,0,9,0.6,88.092,1.082222222,158.8918667,16,17,94.12,,boneworld.cc,https://content.solsea.io/files/thumbnail/1635025235390-141042648-download (3).png
408,Solarmy,9.7,1424.154,0,0,2,1.15,168.843,4.85,712.077,3,20,15,Collectibles,solarmy.io,https://content.solsea.io/files/thumbnail/1632941003531-541628167-image4.png
409,Naughty Fingers,9.67,1419.7494,0,0,21,0.1,14.682,0.46047619,67.60711429,44,91,48.35,"P2E,Image,Art,2D,PFP,Collectibles",https://naughtyfingers.io/,https://content.solsea.io/files/thumbnail/1636497616201-657462863-512 x 512 1000 dpi.png
410,DookuSociety,9.58,1406.5356,4.05,594.621,177,0.07,10.2774,0.054124294,7.946528814,36,54,66.67,,https://t.co/lSIGTepi3u?amp=1,https://content.solsea.io/files/thumbnail/1637534263555-36529998-TVASicFn_400x400.jpg
411,00GA Studios: Solarnauts,9.56,1403.5992,0,0,23,0.15,22.023,0.415652174,61.02605217,25,33,75.76,,https://solarnauts.io/,https://content.solsea.io/files/thumbnail/1634213650701-484973278-Solarnauts_500x500 - John Lance.jpg
412,Jake Nordstrum,9.5,1394.79,0,0,3,3,440.46,3.166666667,464.93,2,7,28.57,"Digital,Physical,Art",,https://content.solsea.io/files/thumbnail/1634784277243-249940833-Screenshot_20210902-230159-681.png
413,Bladius,9.49,1393.3218,6.902857143,1013.477486,362,0.02,2.9364,0.02621547,3.848955249,128,302,42.38,"Art,Collectibles,2D",https://www.bladius.army/,https://content.solsea.io/files/thumbnail/1636668607878-181183452-Amsv44yK_400x400 (1).jpg
414,Pug Party,9.43,1384.5126,10.73,1575.3786,18,0.29,42.5778,0.523888889,76.91736667,8,37,21.62,"PFP,Digital,Metaverse,Trading Cards,Image,Pixel Art,Collectibles",http://pugparty.io/,https://content.solsea.io/files/thumbnail/1640812348342-466742423.png
415,dark art,9.4,1380.108,0,0,8,1,146.82,1.175,172.5135,2,5,40,,,https://content.solsea.io/files/thumbnail/1632200907441-580331194-66.jpg
416,HachiVerse,9.21,1352.2122,4.6,675.372,101,0.03,4.4046,0.091188119,13.3882396,153,230,66.52,,https://hachiverse.com/,https://content.solsea.io/files/thumbnail/1637023312113-707146874-C5bBpfML_400x400.jpg
417,SolDuckNFTs,9.2,1350.744,0,0,13,0.44,64.6008,0.707692308,103.9033846,28,32,87.5,,https://t.co/ZvcltopHw3?amp=1,https://content.solsea.io/files/thumbnail/1635432014325-665414480-LOGO.png
418, Stickmen of the StickVerse,9.18,1347.8076,25.208,3701.03856,426,0.02,2.9364,0.021549296,3.163867606,609,1096,55.57,,https://t.co/sjkgwtZ6TI?amp=1,https://content.solsea.io/files/thumbnail/1635952429191-434246280-Body 1.png
420,Solonsters,9,1321.38,0,0,9,1,146.82,1,146.82,1,44,2.27,"PFP,Metaverse,Digital,Art,2D,Collectibles,Painting",https://solonsters.com/,https://content.solsea.io/files/thumbnail/1637712842864-573824720-60.jpg
421,holiday astro pepes ,9,1321.38,0,0,3,3,440.46,3,440.46,4,12,33.33,"PFP,Drawing",,https://content.solsea.io/files/thumbnail/1638410382657-984372363.png
422,ULTIMUM,9,1321.38,0,0,3,,,3,440.46,1,1,100,Art,www.keezerfeld.com,https://content.solsea.io/files/thumbnail/1638485116925-334187619.jpg
423,SolYetis,8.94,1312.5708,0,0,20,0.2,29.364,0.447,65.62854,6,7,85.71,"Digital,Art,Collectibles,Graphics",https://solyetis.io/,https://content.solsea.io/files/thumbnail/1634133241477-632406620-RnqT9oPb_400x400.jpg
424,Fantasy Beach Club,8.85,1299.357,4.791578947,703.4996211,108,0.09,13.2138,0.081944444,12.03108333,39,64,60.94,"Digital,Art,Collectibles,AI,Metaverse,3D",https://twitter.com/solanaatomic,https://content.solsea.io/files/thumbnail/1641738605142-86386335.png
425,The Mighty Veggies,8.85,1299.357,22.9225,3365.48145,98,0.04,5.8728,0.090306122,13.2587449,30,173,17.34,"Digital,Art,Collectibles,Drawing,Video",https://www.facebook.com/SourMonkeyProductions,https://content.solsea.io/files/thumbnail/1632250914138-512998770-1 Mighty Veggies avatar 9 (1).png
426,Mighty Orc,8.77,1287.6114,0,0,20,0.4,58.728,0.4385,64.38057,26,29,89.66,3D,https://mightyorc.io/,https://content.solsea.io/files/thumbnail/1638555257288-76047760.png
427,Pixel Puffins,8.35,1225.947,6.72,986.6304,166,0.03,4.4046,0.050301205,7.385222892,75,128,58.59,,https://t.co/o8daNk0ITf?amp=1,https://content.solsea.io/files/thumbnail/1637690569153-158146204-J0wjFvWX_400x400.jpg
428,Numbers,8.26,1212.7332,0,0,22,0.5,73.41,0.375454545,55.12423636,11,26,42.31,"Digital,Art,3D",,https://content.solsea.io/files/thumbnail/1638267581458-658993328-lADPDhYBQejTzonNAz3NAzw_828_829.jpg_620x10000q90.jpg
429,CyberTrolls,8.01,1176.0282,0,0,9,0.3,44.046,0.89,130.6698,11,13,84.62,,https://cybertrolls.online/,https://content.solsea.io/files/thumbnail/1631998587548-645422466-main - Igor Milihram.jpeg
430,Mowjood Snapback,8,1174.56,15,2202.3,8,1,146.82,1,146.82,4,15,26.67,"Physical,Digital,Collectibles,3D,Trading Cards,Trademark,Photography",www.waleedshah.ae/mowjood,https://content.solsea.io/files/thumbnail/1642148167080-557547016.jpg
431,Andresinho Camacho 1,8,1174.56,0,0,4,2,293.64,2,293.64,4,4,100,,https://acamachoart.wixsite.com/arte,https://content.solsea.io/files/thumbnail/1630737923218-56050157-andresinho.jpg
432,HappyHappies,8,1174.56,0,0,4,,,2,293.64,0,0,,"Digital,Art,2D,Painting,Drawing,Collectibles",https://www.happyhappies.xyz/,https://content.solsea.io/files/thumbnail/1632173500608-168555429-HappyHappies_01.jpg
433,Shipsgrave,8,1174.56,0,0,5,1.98,290.7036,1.6,234.912,22,28,78.57,"Privilege,Art,Drawing,Painting,PFP",,https://content.solsea.io/files/thumbnail/1632570750950-271641883-0.jpg
434,SPL Cards | Regular,8,1174.56,0,0,8,1,146.82,1,146.82,1,3,33.33,"Physical,Digital,Art",https://www.spl.cards,https://content.solsea.io/files/thumbnail/1635545240256-431394316-1024logo.jpg
435,Soliens,7.92,1162.8144,0,0,5,0.6,88.092,1.584,232.56288,7,11,63.64,,https://t.co/4KIR31O4pA?amp=1,https://content.solsea.io/files/thumbnail/1635714787597-71526380-azJzYCIb_400x400.jpg
436,Grizzly Lifting University,7.71,1131.9822,8.72,1280.2704,17,0.49,71.9418,0.453529412,66.58718824,12,32,37.5,,https://t.co/dlMBnqbDeC,https://content.solsea.io/files/thumbnail/1639066400227-613697476.jpg
437,E.V.E,7.5,1101.15,0,0,7,1,146.82,1.071428571,157.3071429,1,8,12.5,"Art,Collectibles,PFP,2D,Picture,Image",http://twitter.com/Hayoii6,https://content.solsea.io/files/thumbnail/1632239710995-89475652-000.jpeg
438,New World,7.5,1101.15,0,0,15,2.5,367.05,0.5,73.41,2,2,100,"Art,Collectibles,Digital",,https://content.solsea.io/files/thumbnail/1638718629849-924156053.jpg
439,SPACE KITTIES vol.2,7.5,1101.15,0,0,5,0.5,73.41,1.5,220.23,5,19,26.32,"Digital,Metaverse,Art,Collectibles,3D,Video,PFP",https://www.oquonie.space/volume-2,https://content.solsea.io/files/thumbnail/1639246643225-493425385.png
440,MiniMecha,7.39,1084.9998,0,0,4,1.69,248.1258,1.8475,271.24995,25,59,42.37,"Digital,Metaverse,Art,Collectibles,PFP,2D,Drawing,Picture,Image",https://www.minimecha.io/,https://content.solsea.io/files/thumbnail/1636381007171-902736550-Solsea Icon_512x512.png
441,Space Rex Squad,7.38,1083.5316,0,0,17,0.2,29.364,0.434117647,63.73715294,38,63,60.32,"Metaverse,Collectibles,2D",https://spacerexsquad.com/,https://content.solsea.io/files/thumbnail/1637686738714-454415708-Profile Pic.png
442,Buddy Bullies,7.37,1082.0634,0,0,37,0.04,5.8728,0.199189189,29.24495676,44,68,64.71,,www.buddybullies.com,https://content.solsea.io/files/thumbnail/1634127704222-964418503-29941634056855_.pic_hd - Prime Bullister.jpg
443,Ai Drawing Stuff,7.35,1079.127,0,0,22,0.29,42.5778,0.334090909,49.05122727,7,11,63.64,"Art,Collectibles",,https://content.solsea.io/files/thumbnail/1632657690103-959864035-twitter_cover.png
444,Solanian Artifacts,7.3,1071.786,0,0,13,0.05,7.341,0.561538462,82.44507692,4,5,80,,https://twitter.com/SixteenZeros,https://content.solsea.io/files/thumbnail/1632169980396-544451757-The Sword of The Solanian Hero.png
445,CATPUNK OG PASS,7.3,1071.786,0,0,3,,,2.433333333,357.262,0,0,,,catpunk.net,https://content.solsea.io/files/thumbnail/1634218976591-904753017-Untitled.png
446,Boryoku Robotz,7.27,1067.3814,6.922222222,1016.320667,19,0.06,8.8092,0.382631579,56.17796842,27,35,77.14,,,https://content.solsea.io/files/thumbnail/1641674433762-51629119.png
447,UniqueBlocks,7.2,1057.104,0,0,9,0.7,102.774,0.8,117.456,7,33,21.21,"Collectibles,Metaverse,3D,Design",https://uniqueblocks.xyz/,https://content.solsea.io/files/thumbnail/1632196894449-717191221-Logo-UniqueBlock.jpg
448,SkellyGangNFT,7.15,1049.763,1.191666667,174.9605,6,5,734.1,1.191666667,174.9605,1,1,100,,https://t.co/Lt7vntaDLn,https://content.solsea.io/files/thumbnail/1642096209558-477943719.jpg
449,Sol T-Shirt,7,1027.74,18.82,2763.1524,250,0.02,2.9364,0.028,4.11096,615,941,65.36,,https://t.co/07b2bMW0qP,https://content.solsea.io/files/thumbnail/1639242435276-175199884.png
450,Abstratica,7,1027.74,0,0,1,20,2936.4,7,1027.74,6,7,85.71,,https://www.abstratica.art/explore,https://content.solsea.io/files/thumbnail/1631995716514-364145019-logo_gradient2 - Team Abstratica.png
451,FRAKT,7,1027.74,0,0,1,,,7,1027.74,0,0,,,https://frakt.art,https://content.solsea.io/files/thumbnail/1631999714211-528876546-logo.png
452,AI Bliss,7,1027.74,96,14094.72,7,1,146.82,1,146.82,3,96,3.13,,linktr.ee/blissofart,https://content.solsea.io/files/thumbnail/1634280265365-557110121-u135a.png
453,CATPUNK,7,1027.74,0,0,3,1.45,212.889,2.333333333,342.58,2,2,100,,https://t.co/vqFKriHAyB?amp=1,https://content.solsea.io/files/thumbnail/1636988294779-183130700-CatPunklogo.png
454,HTownPunks NFT,7,1027.74,9,1321.38,7,1,146.82,1,146.82,1,9,11.11,"Digital,Privilege,Art,Collectibles,PFP,Drawing,Street Art",,https://content.solsea.io/files/thumbnail/1636768420888-563119662-HTP MattressPunk.JPG
455,Fidenza Apes,7,1027.74,0,0,7,1,146.82,1,146.82,3,117,2.56,"Collectibles,Art,AI",artisticcrypto.com,https://content.solsea.io/files/thumbnail/1637562477000-155135861-Fidenza_Ape_39_512x512.jpg
456,Order of the Skulls,7,1027.74,0,0,7,1,146.82,1,146.82,4,15,26.67,"Art,Digital,Collectibles",https://theorderoftheskulls.com/,https://content.solsea.io/files/thumbnail/1640087239869-207075655.png
457,419,6.97,1023.3354,0,0,9,,,0.774444444,113.7039333,0,0,,,https://twitter.com/419NFT,https://content.solsea.io/files/thumbnail/1632792292906-962623904-Blotter19.png
458,Sol Yetis,6.96,1021.8672,0,0,10,0.7,102.774,0.696,102.18672,7,13,53.85,,https://solyetis.io/,https://content.solsea.io/files/thumbnail/1634027163321-533748078-RnqT9oPb_400x400.jpg
459,Lost Souls,6.75,991.035,4.25,623.985,30,0.25,36.705,0.225,33.0345,1,17,5.88,"Art,Graphics,2D,Design,Image,Picture,Drawing,PFP",,https://content.solsea.io/files/thumbnail/1636551031273-41546044-Lost So(u)l 1.jpg
460,Coollama Gang,6.75,991.035,0,0,43,0.04,5.8728,0.156976744,23.04732558,52,64,81.25,,https://t.co/UuKbiVlLmE?amp=1,https://content.solsea.io/files/thumbnail/1637088858263-89440773-D2m2xGCH_400x400.jpg
461,ColorFaces,6.7,983.694,0,0,20,0.25,36.705,0.335,49.1847,7,30,23.33,,,https://content.solsea.io/files/thumbnail/1632923917547-890208584-photo_2021-09-29 15.56.20.jpeg
462,CyberGothica — GEN#1,6.68,980.7576,6.46,948.4572,49,0.06,8.8092,0.136326531,20.01546122,77,136,56.62,"Digital,Art,2D,Metaverse,Collectibles,P2E",cybergothica.io,https://content.solsea.io/files/thumbnail/1637362624540-273480989-Wizard.png
463,SolCelebs,6.59,967.5438,6.195,909.5499,22,0.1,14.682,0.299545455,43.97926364,30,59,50.85,,https://t.co/MwLBPb7Uns,https://content.solsea.io/files/thumbnail/1639577175112-935593286.jpg
464,Owie Collection,6.54,960.2028,0,0,3,20,2936.4,2.18,320.0676,1,3,33.33,"Art,Collectibles,Drawing",,https://content.solsea.io/files/thumbnail/1634537528879-960522334-IMG_5745.PNG
465,Solfighters,6.54,960.2028,0,0,47,0.05,7.341,0.139148936,20.42984681,71,155,45.81,,https://t.co/qm1ZnF6ozl?amp=1,https://content.solsea.io/files/thumbnail/1635174491660-202619015-meIRr-Ll_400x400.png
466,Generous Giraffes,6.48,951.3936,1.031621622,151.4626865,62,0.1,14.682,0.104516129,15.34505806,5,11,45.45,"Digital,Collectibles,Pixel Art",https://spingoo.com/ggs/,https://content.solsea.io/files/thumbnail/1639540110250-810438525.png
467,Hokkaidō Frogz,6.44,945.5208,0.92,135.0744,7,0.89,130.6698,0.92,135.0744,1,1,100,,https://t.co/538kBLMOAd,https://content.solsea.io/files/thumbnail/1641991038997-894826034.jpg
468,SolKitty Family,6.41,941.1162,3.63,532.9566,71,0.09,13.2138,0.09028169,13.25515775,23,33,69.7,"2D,Collectibles,Digital,Pixel Art",https://www.cutiekittynft.com/,https://content.solsea.io/files/thumbnail/1639529713825-843374861.png
469,Epic Arcades,6.32,927.9024,0,0,23,0.4,58.728,0.274782609,40.34358261,7,10,70,"Collectibles,Digital,Metaverse",http://epicarcades.xyz/,https://content.solsea.io/files/thumbnail/1637176802720-430848282-Avatar Epic Arcades NFT.png
470,PsychedelicCreatures,6.31,926.4342,43.47,6382.2654,8,0.48,70.4736,0.78875,115.804275,35,63,55.56,"Digital,Art,Collectibles,Image",https://cryptoniccreations.com,https://content.solsea.io/files/thumbnail/1638896844219-942484645.jpg
471,Helium Heads,6.3,924.966,0,0,12,0.3,44.046,0.525,77.0805,1,21,4.76,"Digital,Art,Collectibles,Graphics,Picture,Design,2D,Drawing,PFP,Image",,https://content.solsea.io/files/thumbnail/1638172168716-918537834-Untitled_Artwork 4.JPG
472,Adrenaline Ghosts,6.25,917.625,8.4,1233.288,16,0.35,51.387,0.390625,57.3515625,13,24,54.17,"Digital,Art,Picture,Image,Collectibles,Metaverse",,https://content.solsea.io/files/thumbnail/1638306451838-734731985-IMG_7057.PNG
473,Professor NFTs,6.2,910.284,0,0,12,0.2,29.364,0.516666667,75.857,33,43,76.74,,https://professor.finance/,https://content.solsea.io/files/thumbnail/1633019103028-439263637-logo black - Professor Finance.png
474,RandomPunks,6.15,902.943,0,0,34,0.08,11.7456,0.180882353,26.55714706,12,24,50,"Digital,3D,Collectibles,PFP,Music Theme",,https://content.solsea.io/files/thumbnail/1637131375102-849072079-8.jpg
475,SOLDOGES NFT,6.13,900.0066,4.27,626.9214,20,0.19,27.8958,0.3065,45.00033,51,61,83.61,"Digital,Collectibles,Metaverse",https://soldoges.com,https://content.solsea.io/files/thumbnail/1634399025443-190028618-gal2.png
476,The Solarians,6.05,888.261,12.40857143,1821.826457,67,0.06,8.8092,0.090298507,13.25762687,23,101,22.77,"Digital,Metaverse,Privilege,Collectibles,Art",https://thesolarians.com,https://content.solsea.io/files/thumbnail/1637728680626-72448812-solarian136.png
477,NFT Mint Watch,6.04,886.7928,35.52,5215.0464,52,0.1,14.682,0.116153846,17.05370769,24,296,8.11,"2D,Art,Collectibles,PFP",https://nftmintwatch.com/,https://content.solsea.io/files/thumbnail/1639832598337-54436880.png
478,AutoSol ,6.01,882.3882,0,0,34,0.06,8.8092,0.176764706,25.95259412,10,12,83.33,,https://t.co/M4f9I7noSe?amp=1,https://content.solsea.io/files/thumbnail/1637616523020-139000869-FD3D02B7-9126-4011-B9DE-353345CF8986.png
