ticker,company name,short name,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3
VIOV,Vanguard S&P Small-Cap 600 Value,Vanguard S&P Small-Cap 600 Value,,"The investment seeks to track the performance of a benchmark index that measures the investment return of small-capitalization value stocks in the United States.
 The fund employs an indexing investment approach designed to track the performance of the S&P SmallCap 600® Value Index, which represents the value companies, as determined by the index sponsor, of the S&P SmallCap 600 Index. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",http://www.vanguard.com,,,NYSE Arca,383174050,,,,
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two,Vipshop Limited American Depositary Shares each representing two,Retail - Apparel & Specialty,"Vipshop Holdings Ltd is an online discount retailer for brands in China. It offers branded products to consumers in China through flash sales on its vipshop.com, vip.com and lefeng.com websites.",http://www.vip.com,,Ya Eric Shen,New York Stock Exchange,5167800015,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty
VIRC,Virco Manufacturing Corporation,Virco Manufacturing,Industrial Products,"Virco Manufacturing Corp manufactures an assortment of products, including mobile tables, mobile storage equipment, desks, computer furniture, chairs, activity tables, folding chairs and folding tables.",http://www.virco.com,VIRC.png,Robert A. Virtue,NASDAQ Global Market,65120796,Industrials,Industrials,Business Equipment,Industrial Products
VIRT,Virtu Financial Inc.,Virtu Financial,Brokers & Exchanges,Virtu Financial Inc is a leading technology-enabled market maker and liquidity provider to the global financial markets. It maintains a technology platform which provides quotations to buyers and sellers of various securities.,http://www.virtu.com,VIRT.png,Douglas A. Cifu,Nasdaq Global Select,4840722288,Financial Services,Financial Services,Capital Markets,Brokers & Exchanges
VIS,Vanguard Industrials,Vanguard Industrials,,"The investment seeks to track the performance of a benchmark index.
 The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index (IMI)/Industrials 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the industrials sector, as classified under the Global Industry Classification Standard (GICS). The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",http://www.vanguard.com,,,NYSE Arca,3400756546,,,,
VISI,Volt Information Sciences Inc.,Volt Information Sciences,Employment Services,"Volt Information Sciences Inc functions in the staffing services industry in the United States. Its main business involves personnel recruitment services, technology outsourcing and provision of infrastructure.",http://www.volt.com,VISI.png,Linda Perneau,NYSE American,80102093,Industrials,Industrials,Staffing & Outsourcing Services,Employment Services
VIV,Telefonica Brasil S.A. ADS,Telefonica Brasil S.A. ADS,Communication Services,Telefonica Brasil SA is one of the largest wireless telephone company operating in Brazil. The firm also offers fixed-line telephone services in Sao Paulo State and owns broadband network in the country.,http://www.telefonica.com.br,VIV.png,Eduardo Navarro De Carvalho,New York Stock Exchange,22594722723,Communication Services,Communication Services,Telecom Services,
VIVE,Viveve Medical Inc.,Viveve Medical,Medical Devices,"Viveve Medical Inc is a women's sexual health company focused on the commercialization of a non-surgical, non-ablative medical device that remodels collagen and restores vaginal tissue.",http://www.viveve.com,VIVE.png,Scott C. Durbin,NASDAQ Capital Market,35957240,Healthcare,Healthcare,Medical Devices,
VIVO,Meridian Bioscience Inc.,Meridian Bioscience,Medical Diagnostics & Research,"Meridian Bioscience Inc is an integrated life science company. It is engaged in development, manufacture, sale and distribution of diagnostic test kits for certain gastrointestinal, viral, respiratory and parasitic infectious diseases.",http://www.meridianbioscience.com,VIVO.png,Jack P. Kenny,Nasdaq Global Select,676012584,Healthcare,Healthcare,Diagnostics & Research,Medical Diagnostics & Research
VIXM,ProShares Trust VIX Mid-Term Futures,ProShares Trust VIX Mid-Term Futures,,"The investment seeks results that, both over a single day and over time, match (before fees and expenses) the performance of the S&P 500® VIX Mid-Term Futures Index.
 The fund seeks to meet its investment objective under normal market conditions by taking long or short positions in VIX futures contracts. It will also hold cash or cash equivalents such as U.S. Treasury securities or other high credit quality, short-term fixed-income or similar securities (such as shares of money market funds) as collateral for Financial Instruments and pending investment in Financial Instruments.",http://www.proshares.com,VIXM.png,,NYSE Arca,45034552,,,,
VJET,voxeljet AG American Depositary Shares each representing one-fifth of an/,voxeljet AG American Depositary Shares each representing one-fifth of an/,Computer Hardware,"voxeljet AG provides high-speed, large-format 3D printers and on-demand parts services to industrial and commercial customers. It also offers customized printed products such as sand molds and plastic models through its service centers.",http://www.voxeljet.com,VJET.png,Ingo Ederer,New York Stock Exchange,53437800,Technology,Technology,Computer Systems,Computer Hardware
VKI,Invesco Advantage Municipal Income Trust II of Beneficial Interest (DE),Invesco Advantage Municipal Income Trust II of Beneficial Interest (DE),Asset Management,"Invesco Advantage Municipal Income Trust II is a diversified, closed-end management investment company. It investment objective is to provide a current income exempt from federal income tax, consistent with preservation of capital.",http://www.invesco.com,VKI.png,,NYSE American,469218694,Financial Services,Financial Services,Asset Management,
VKQ,Invesco Municipal Trust,Invesco Municipal Trust,Asset Management,"Invesco Municipal Trust is active in the financial services domain. The trust's investment objective is to seek to provide a high level of current income exempt from federal income tax, consistent with preservation of capital.",http://www.invesco.com,VKQ.png,Sheri Morris,New York Stock Exchange,649459465,Financial Services,Financial Services,Asset Management,
VKTX,Viking Therapeutics Inc.,Viking Therapeutics,Biotechnology,Viking Therapeutics Inc is a clinical-stage biopharmaceutical company. The company develops therapies for metabolic and endocrine disorders. It includes portfolio of five drug candidates in clinical trials or preclinical studies.,http://www.vikingtherapeutics.com,VKTX.png,Brian Lian,NASDAQ Capital Market,572393455,Healthcare,Healthcare,Biotechnology,
VLGEA,Village Super Market Inc. Class A Common Stock,Village Super Market Common Stock,Retail - Defensive,"Village Super Market Inc operates a chain of ShopRite supermarkets in New Jersey, eastern Pennsylvania and Maryland. It is engaged in retail sale of food and nonfood products.",http://www.villagesupermarkets.com,,Robert P. Sumas,Nasdaq Global Select,398890266,Consumer Defensive,Consumer Defensive,Grocery Stores,Retail - Defensive
VLO,Valero Energy Corporation,Valero Energy,Oil & Gas - Refining & Marketing,"Valero Energy Corp is a petroleum refining and marketing company. The company produces conventional gasolines, distillates, jet fuel, asphalt, petrochemicals, lubricants, and other refined products as well as a slate of premium products.",http://www.valero.com,VLO.png,Joseph W. Gorder,New York Stock Exchange,36197736125,Energy,Energy,Oil & Gas Refining & Marketing,Oil & Gas - Refining & Marketing
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,Airlines,Controladora Vuela Compania de Aviacion SAB de CV is an ultra-low-cost air carrier company. The company provides low-cost air transportation services in Mexico and the United States.,https://www.volaris.com,,Enrique Beltranena,New York Stock Exchange,775069225,Industrials,Industrials,Airlines,
VLRX,Valeritas Holdings Inc.,Valeritas,Medical Instruments & Equipment,Valeritas Holdings Inc is a commercial-stage medical technology company. It is engaged in the business of improving health and simplifying life for diabetic patients by developing and commercializing innovative technologies.,https://www.valeritas.com,VLRX.png,John Timberlake,NASDAQ Capital Market,38980750,Healthcare,Healthcare,Medical Instruments & Supplies,Medical Instruments & Equipment
VLT,Invesco High Income Trust II,Invesco High Income Trust II,Asset Management,"Invesco High Income Trust II provides high current income, while seeking to preserve shareholders' capital, through investment in a professionally managed diversified portfolio of high-income producing fixed income securities.",http://www.invesco.com,VLT.png,Sheri Morris,New York Stock Exchange,113008532,Financial Services,Financial Services,Asset Management,
VLY,Valley National Bancorp,Valley National Bancorp,Banks,"Valley National Bancorp is a bank holding company. It offers commercial, retail, insurance and wealth management financial services products. It also offers automated teller machines, telephone and internet banking services.",http://www.valleynationalbank.com,VLY.png,Ira D Robbins,Nasdaq Global Select,3407112911,Financial Services,Financial Services,Banks - Regional - US,Banks
VMBS,Vanguard Mortgage-Backed Securities ETF,Vanguard Mortgage-Backed Securities ETF,,"The investment seeks to track the performance of a market-weighted mortgage-backed securities index.
 The fund employs an indexing investment approach designed to track the performance of the Bloomberg Barclays U.S. MBS Float Adjusted Index. This index covers U.S. agency mortgage-backed pass-through securities. To be included in the index, pool aggregates must have at least $250 million currently outstanding and a weighted average maturity of at least 1 year. All of the fund's investments will be selected through the sampling process, and under normal circumstances, at least 80% of the fund's assets will be invested in bonds included in the index.",http://www.vanguard.com,,,NASDAQ Global Market,7349589888,,,,
VMC,Vulcan Materials Company (Holding Company),Vulcan Materials Company (Holding Company),Building Materials,"Vulcan Materials Co is a producer of construction aggregates including crushed stone, sand and gravel; and asphalt mix and ready-mixed concrete in the United States. These materials are used to build the roads, tunnels, bridges, railroads and airports.",http://www.vulcanmaterials.com,VMC.png,J. Hill,New York Stock Exchange,13725710234,Basic Materials,Basic Materials,Building Materials,
VMI,Valmont Industries Inc.,Valmont Industries,Industrial Products,"Valmont Industries Inc is a producer of fabricated metal products, steel, irrigation systems, and other components.",http://www.valmont.com,VMI.png,Stephen G. Kaniewski,New York Stock Exchange,2858470197,Industrials,Industrials,Metal Fabrication,Industrial Products
VMM,Delaware Investments Minnesota Municipal Income Fund II Inc.,Delaware Investments Minnesota Municipal Income Fund II,Asset Management,"Delaware Investments MN Muni Inc Fund II is a closed-end investment fund. The fund seeks to provide current income exempt from both regular federal income tax and Minnesota state personal income tax, consistent with the preservation of capital.",http://www.delawarefunds.com,,Shawn K. Lytle,NYSE American,140130596,Financial Services,Financial Services,Asset Management,
VMO,Invesco Municipal Opportunity Trust,Invesco Municipal Opportunity Trust,Asset Management,"Invesco Municipal Opportunity Trust is an asset management firm. It functions as a trust, whose investment objective is to provide a high level of current income exempt from federal income tax, consistent with preservation of capital.",http://www.invesco.com,VMO.png,Sheri Morris,New York Stock Exchange,792120692,Financial Services,Financial Services,Asset Management,
VMW,Vmware Inc. Class A,Vmware,Application Software,"VMWare Inc provides virtualization and cloud infrastructure solutions. It is engaged in the development and application of virtualization technologies with x86 server-based computing, separating application software from the underlying hardware.",http://www.vmware.com,VMW.png,Patrick P. Gelsinger,New York Stock Exchange,63615095616,Technology,Technology,Software - Infrastructure,Application Software
VNCE,Vince Holding Corp.,Vince Holding,Manufacturing - Apparel & Furniture,"Vince Holding Corp is engaged in delivering luxury essentials like women's and men's apparel, women's and men's footwear, and handbags. It focuses on developing an elevated collection of Vince apparel and accessories.",http://www.vince.com,VNCE.png,Brendan Hoffman,New York Stock Exchange,139114622,Consumer Cyclical,Consumer Cyclical,Apparel Manufacturing,Manufacturing - Apparel & Furniture
VNDA,Vanda Pharmaceuticals Inc.,Vanda Pharmaceuticals,Biotechnology,Vanda Pharmaceuticals Inc is a biopharmaceutical company focused on the development and commercialization of products for the treatment of central nervous system disorders to address unmet needs.,http://www.vandapharma.com,VNDA.png,Mihael Hristos Polymeropoulos,NASDAQ Global Market,1313869494,Healthcare,Healthcare,Biotechnology,
VNE,Veoneer Inc.,Veoneer,Autos,"Veoneer Inc designs, develops, sales, and manufactures automotive safety electronics. The company provides advanced safety sensors, used for ADAS, HAD and AD solutions, such as vision and radar systems.",http://www.veoneer.com,,Jan Carlson,New York Stock Exchange,2555734534,Consumer Cyclical,Consumer Cyclical,Auto Parts,Autos
VNET,21Vianet Group Inc.,21Vianet,Application Software,"21Vianet Group Inc is a carrier-neutral internet data center service provider in China. It provides hosting and related services, managed network services and cloud computing infrastructure services, improving the reliability, security and speed.",http://www.21vianet.com,,Shiqi Wang / Steve Zhenqing Zhang,Nasdaq Global Select,1042730557,Technology,Technology,Information Technology Services,Application Software
VNM,VanEck Vectors Vietnam,VanEck Vectors Vietnam,,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MVIS® Vietnam Index.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund's benchmark index. The index includes securities of Vietnamese companies. A company is generally considered to be a Vietnamese company if it is incorporated in Vietnam or is incorporated outside of Vietnam but has at least 50% of its revenues/related assets in Vietnam. It is non-diversified.",http://www.marketvectorsetfs.com,,,NYSE Arca,351680000,,,,
VNO,Vornado Realty Trust,Vornado Realty Trust,REITs,"Vornado Realty Trust is a fully-integrated real estate investment trust. The company owns and has an ownership interest in Class A office and retail properties in New York and Washington, DC. The company receives revenue in the form of rent.",http://www.vno.com,VNO.png,Steven Roth,New York Stock Exchange,13331423078,Real Estate,Real Estate,REIT - Office,REITs
VNOM,Viper Energy Partners LP,Viper Energy Partners,Oil & Gas - E&P,"Viper Energy Partners LP is engaged in the acquisition and exploitation of oil & natural gas properties in North America. Its properties include mineral interests in Midland County, Texas in the Permian Basin.",http://www.viperenergy.com,,Travis D. Stice,Nasdaq Global Select,3795996791,Energy,Energy,Oil & Gas E&P,Oil & Gas - E&P
VNQ,Vanguard Real Estate,Vanguard Real Estate,,"The investment seeks to provide a high level of income and moderate long-term capital appreciation by tracking the performance of the MSCI US Investable Market Real Estate 25/50 Index that measures the performance of publicly traded equity REITs and other real estate-related investments.
 The advisor attempts to track the index by investing all, or substantially all, of its assets-either directly or indirectly through a wholly owned subsidiary, which is itself a registered investment company-in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",http://www.vanguard.com,,,NYSE Arca,31706919198,,,,
VNQI,Vanguard Global ex-U.S. Real Estate ETF,Vanguard Global ex-U.S. Real Estate ETF,,"The investment seeks to track the performance of a benchmark index.
 The fund employs an indexing investment approach designed to track the performance of the S&P Global ex-U.S. Property Index, a float-adjusted, market-capitalization-weighted index that measures the equity market performance of international real estate stocks in both developed and emerging markets. The index is composed of stocks of publicly traded equity real estate investment trusts (known as REITs) and certain real estate management and development companies (REMDs).",http://www.vanguard.com,VNQI.png,,NASDAQ Global Market,5713585421,,,,
VNRX,VolitionRX Limited,VolitionRX Limited,Medical Diagnostics & Research,VolitionRX Ltd is a clinical-stage life sciences company. The company is engaged in developing blood-based diagnostic tests for detecting and diagnosing cancer and other diseases.,http://www.volitionrx.com,VNRX.png,Cameron John. Reynolds,NYSE American,101942566,Healthcare,Healthcare,Diagnostics & Research,Medical Diagnostics & Research
VNTR,Venator Materials PLC,Venator Materials PLC,Chemicals,"Venator Materials PLC is engaged in the manufacturing and marketing of chemical products. Its products include iron oxide, chromium oxide, titanium dioxide and among others. The titanium dioxide generates maximum revenue for the company.",http://www.venatorcorp.com,,Simon Turner,New York Stock Exchange,526713467,Basic Materials,Basic Materials,Chemicals,
VO,Vanguard Mid-Cap,Vanguard Mid-Cap,,"The investment seeks to track the performance of a benchmark index that measures the investment return of mid-capitalization stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Mid Cap Index, a broadly diversified index of stocks of mid-size U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",http://www.vanguard.com,VO.png,,NYSE Arca,23305647555,,,,
VOC,VOC Energy Trust Units of Beneficial Interest,VOC Energy Trust Units of Beneficial Interest,Oil & Gas - E&P,"VOC Energy Trust is a statutory trust, The Trust is created to acquire and hold a term net profits interest for the benefit of the Trust unitholders from production from the properties.",http://voc.investorhq.businesswire.com,VOC.png,,New York Stock Exchange,72590000,Energy,Energy,Oil & Gas E&P,Oil & Gas - E&P
VOD,Vodafone Group Plc,Vodafone Plc,Communication Services,Vodafone Group PLC is one of the largest wireless phone companies in the world. Its main line of business involves the provision of wireless mobile and data services to various parts of the world.,http://www.vodafone.com,VOD.png,Nicholas Jonathan Read,Nasdaq Global Select,48831523745,Communication Services,Communication Services,Telecom Services,
VOE,Vanguard Mid-Cap Value,Vanguard Mid-Cap Value,,"The investment seeks to track the performance of the CRSP US Mid Cap Value Index that measures the investment return of mid-capitalization value stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Mid Cap Value Index, a broadly diversified index of value stocks of mid-size U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",http://www.vanguard.com,VOE.png,,NYSE Arca,8664770212,,,,
VONE,Vanguard Russell 1000 ETF,Vanguard Russell 1000 ETF,,"The investment seeks to track the performance of a benchmark index that measures the investment return of large-capitalization stocks in the United States.
 The fund employs an indexing investment approach designed to track the performance of the Russell 1000® Index. The index is designed to measure the performance of large-capitalization stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",http://www.vanguard.com,VONE.png,,NASDAQ Global Market,1079418750,,,,
VONG,Vanguard Russell 1000 Growth ETF,Vanguard Russell 1000 Growth ETF,,"The investment seeks to track the performance of a benchmark index that measures the investment return of large-capitalization growth stocks in the United States.
 The fund employs an indexing investment approach designed to track the performance of the Russell 1000® Growth Index. The index is designed to measure the performance of large-capitalization growth stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",http://www.vanguard.com,VONG.png,,NASDAQ Global Market,2207257611,,,,
VONV,Vanguard Russell 1000 Value ETF,Vanguard Russell 1000 Value ETF,,"The investment seeks to track the performance of a benchmark index that measures the investment return of large-capitalization value stocks in the United States.
 The fund employs an indexing investment approach designed to track the performance of the Russell 1000® Value Index. The index is designed to measure the performance of large-capitalization value stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",http://www.vanguard.com,VONV.png,,NASDAQ Global Market,1775587500,,,,
VOOG,Vanguard S&P 500 Growth,Vanguard S&P 500 Growth,,"The investment seeks to track the performance of a benchmark index that measures the investment return of large-capitalization growth stocks in the United States.
 The fund employs an indexing investment approach designed to track the performance of the S&P 500® Growth Index, which represents the growth companies, as determined by the index sponsor, of the S&P 500 Index. The index measures the performance of large-capitalization growth stocks in the United States.",http://www.vanguard.com,VOOG.png,,NYSE Arca,2298268500,,,,
VOOV,Vanguard S&P 500 Value,Vanguard S&P 500 Value,,"The investment seeks to track the performance of a benchmark index that measures the investment return of large-capitalization value stocks in the United States.
 The fund employs an indexing investment approach designed to track the performance of the S&P 500® Value Index, which represents the value companies, as determined by the index sponsor, of the S&P 500 Index. The index measures the performance of large-capitalization value stocks in the United States.",http://www.vanguard.com,VOOV.png,,NYSE Arca,927550500,,,,
VOT,Vanguard Mid-Cap Growth,Vanguard Mid-Cap Growth,,"The investment seeks to track the performance of the CRSP US Mid Cap Growth Index that measures the investment return of mid-capitalization growth stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Mid Cap Growth Index, a broadly diversified index of growth stocks of mid-size U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",http://www.vanguard.com,VOT.png,,NYSE Arca,5704748731,,,,
VOX,Vanguard Communication Services,Vanguard Communication Services,,"The investment seeks to track the performance of a benchmark index.
 The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index (IMI)/Communication Services 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the communication services sector, as classified under the GICS. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. It is non-diversified.",http://www.vanguard.com,VOX.png,,NYSE Arca,1348624157,,,,
VOXX,VOXX International Corporation,VOXX International,Autos,"VOXX International Corp is a manufacturer and distributor in the Automotive, Premium Audio and Consumer Accessories industries. It manufactures, distributes and markets rear-seat entertainment devices, home theater systems, music systems, among others.",http://www.voxxintl.com,VOXX.png,Patrick M. Lavelle,Nasdaq Global Select,128254986,Consumer Cyclical,Consumer Cyclical,Auto Parts,Autos
VOYA,Voya Financial Inc.,Voya Financial,Asset Management,Voya Financial Inc is an investment and insurance company focused on providing retirement solutions to individual and institutional clients in the United States.,https://www.voya.com,VOYA.png,Rodney O. Martin,New York Stock Exchange,7243943059,Financial Services,Financial Services,Asset Management,
VPG,Vishay Precision Group Inc.,Vishay Precision,Computer Hardware,"Vishay Precision Group Inc designs, manufactures and markets sensors, and sensor-based measurement systems, as well as specialty resistors and strain gages based upon proprietary technology.",https://www.vpgsensors.com,,Ziv Shoshani,New York Stock Exchange,443712354,Technology,Technology,Scientific & Technical Instruments,Computer Hardware
VPL,Vanguard FTSE Pacific,Vanguard FTSE Pacific,,"The investment seeks to track the performance of a benchmark index that measures the investment return of stocks issued by companies located in the major markets of the Pacific region.
 The fund employs an indexing investment approach by investing all, or substantially all, of its assets in the common stocks included in the FTSE Developed Asia Pacific All Cap Index. The FTSE Developed Asia Pacific All Cap Index is a market-capitalization-weighted index that is made up of approximately 2,256 common stocks of large-, mid-, and small-cap companies located in Japan, Australia, South Korea, Hong Kong, and Singapore.",http://www.vanguard.com,VPL.png,,NYSE Arca,4009122404,,,,
VPU,Vanguard Utilities,Vanguard Utilities,,"The investment seeks to track the performance of a benchmark index.
 The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index (IMI)/Utilities 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the utilities sector, as classified under the Global Industry Classification Standard (GICS). The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",http://www.vanguard.com,VPU.png,,NYSE Arca,2997033248,,,,
VPV,Invesco Pennsylvania Value Municipal Income Trust (DE),Invesco Pennsylvania Value Municipal Income Trust (DE),Asset Management,Invesco Pennsylvania Value Municipal Income Trust is in the field of financial services. Its objective is to provide shareholders with a high level of current income exempt from federal and Pennsylvania income taxes.,http://www.invesco.com,VPV.png,Sheri Morris,New York Stock Exchange,290005550,Financial Services,Financial Services,Asset Management,
VQT,Barclays ETN S&P VEQTOR ETN,Barclays ETN S&P VEQTOR ETN,,"The investment seeks to replicate, net of expenses, the S&P 500 Dynamic VEQTOR Total Return Index.
 The index seeks to provide broad equity market exposure with an implied volatility hedge by dynamically allocating its notional investments among three components: equity, volatility and cash. The equity component of the index is represented by the S&P 500 Total Return Index and the volatility component of the index is represented by the S&P 500 VIX Short-Term Futures Index.",http://www.barclaysinvestments.co.uk,,,NYSE Arca,29594350,,,,
VRA,Vera Bradley Inc.,Vera Bradley,Manufacturing - Apparel & Furniture,"Vera Bradley Inc operates in the footwear and accessories industry. Its products include handbags and accessories, luggage and travel items, eyewear and stationery.",http://www.verabradley.com,VRA.png,Robert T. Wallstrom,Nasdaq Global Select,310095635,Consumer Cyclical,Consumer Cyclical,Footwear & Accessories,Manufacturing - Apparel & Furniture
VRAY,ViewRay Inc.,ViewRay,Medical Devices,"ViewRay Inc is a medical device company. The company is engaged in designing, manufacturing and marketing MRI guided radiation therapy system that images and treats cancer patients.",http://www.viewray.com,VRAY.png,Scott Drake,NASDAQ Global Market,695001354,Healthcare,Healthcare,Medical Devices,
VRCA,Verrica Pharmaceuticals Inc.,Verrica Pharmaceuticals,Biotechnology,"Verrica Pharmaceuticals Inc a clinical-stage medical dermatology company focused on identifying, developing and commercializing innovative pharmaceutical products for the treatment of skin diseases with significant unmet needs.",http://www.verrica.com,VRCA.png,Ted White,NASDAQ Global Market,330198367,Healthcare,Healthcare,Biotechnology,
VREX,Varex Imaging Corporation,Varex Imaging,Medical Diagnostics & Research,"Varex Imaging Corp is engaged in designing and manufacturing of X-ray tubes, flat panel detectors, imaging software and inspection accelerators.",https://www.vareximaging.com,VREX.png,Sunny S. Sanyal,Nasdaq Global Select,1087544884,Healthcare,Healthcare,Diagnostics & Research,Medical Diagnostics & Research
VRML,Vermillion Inc.,Vermillion,Medical Diagnostics & Research,"Vermillion Inc is engaged in discovery, development, and commercialization of novel high-value diagnostic tests that help physicians diagnose, treat and improve outcomes for patients with gynecologic cancers and related diseases.",http://www.vermillion.com,,Valerie Palmieri,NASDAQ Capital Market,53913696,Healthcare,Healthcare,Diagnostics & Research,Medical Diagnostics & Research
VRNA,Verona Pharma plc,Verona Pharma plc,Biotechnology,Verona Pharma PLC develops drugs for respiratory diseases. Its products mainly include anti-inflammatory agents and bronchodilators.,http://www.veronapharma.com,VRNA.png,Sven Jan-Anders Karlsson,NASDAQ Global Market,81404321,Healthcare,Healthcare,Biotechnology,
VRNS,Varonis Systems Inc.,Varonis Systems,Application Software,"Varonis Systems Inc provides software solutions that protect data from insider threats and cyberattacks. It allows organisations to analyze, secure, manage, and migrate unstructured data.",http://www.varonis.com,,Yakov Faitelson,Nasdaq Global Select,1849352711,Technology,Technology,Software - Infrastructure,Application Software
VRNT,Verint Systems Inc.,Verint Systems,Application Software,"Verint Systems Inc is a provider of actionable intelligence solutions and services for customer engagement optimization, security intelligence, and fraud, risk and compliance.",http://www.verintsystems.com,VRNT.png,Dan Bodner,Nasdaq Global Select,3281205745,Technology,Technology,Software - Application,Application Software
VRRM,Verra Mobility Corporation,Verra Mobility,Consulting & Outsourcing,Gores Holdings II Inc is a blank check company.,https://www.verramobility.com,VRRM.png,David Roberts,NASDAQ Capital Market,1613625678,Industrials,Industrials,Conglomerates,Security & Protection Services
VRS,Verso Corporation,Verso,Forest Products,"Verso Corp is a North American producer of printing papers, specialty papers, and pulp. Its products are used primarily in media and marketing applications, such as catalogs, magazines, advertising brochures, and annual reports.",https://www.versoco.com,VRS.png,B. Christopher Disantis,New York Stock Exchange,881111088,Basic Materials,Basic Materials,Paper & Paper Products,Forest Products
VRSK,Verisk Analytics Inc.,Verisk Analytics,Business Services,"Verisk Analytics Inc is a data analytics provider serving customers in insurance, natural resources and financial services.",http://www.verisk.com,VRSK.png,Scott G. Stephenson,Nasdaq Global Select,19624367009,Industrials,Industrials,Business Services,
VRSN,VeriSign Inc.,VeriSign,Online Media,VeriSign Inc is a part of the internet content industry. It provides domain name registry and internet security for websites and enterprises around the world.,https://www.Verisign.com,VRSN.png,D. James Bidzos,Nasdaq Global Select,20916113909,Technology,Technology,Internet Content & Information,Online Media
VRTS,Virtus Investment Partners Inc.,Virtus Investment Partners,Asset Management,"Virtus Investment Partners Inc provides investment management and related services to individuals and institutions. Its retail products include open-end mutual funds, closed-end funds, exchange traded funds, and variable insurance funds.",http://www.virtus.com,VRTS.png,George R. Aylward,Nasdaq Global Select,651126908,Financial Services,Financial Services,Asset Management,
VRTU,Virtusa Corporation,Virtusa,Application Software,"Virtusa Corp is an information technology services company. It uses an offshore delivery model to provide various information technology services, including IT consulting, technology implementation and application outsourcing.",http://www.virtusa.com,VRTU.png,Kris Canekeratne,Nasdaq Global Select,1478530734,Technology,Technology,Information Technology Services,Application Software
VRTV,Veritiv Corporation,Veritiv,Industrial Products,"Veritiv Corp is engaged in business-to-business printing, packaging and facility supplies and equipment distribution services to printers, manufacturers, retailers and commercial facilities.",http://www.veritivcorp.com,VRTV.png,Mary A. Laschinger,New York Stock Exchange,543062639,Industrials,Industrials,Business Equipment,Industrial Products
VRTX,Vertex Pharmaceuticals Incorporated,Vertex Pharmaceuticals Incorporated,Biotechnology,"Vertex Pharmaceuticals Inc is engaged in the business of discovering, developing, manufacturing and commercializing small molecule drugs for patients with serious diseases in specialty markets. Its products include SYMDEKO, ORKAMBI, and KALYDECO.",http://www.vrtx.com,VRTX.png,Jeffrey M Leiden,Nasdaq Global Select,47837908572,Healthcare,Healthcare,Biotechnology,
VSAT,ViaSat Inc.,ViaSat,Communication Equipment,"Viasat Inc is engaged in the provision of high-speed fixed and mobile broadband services. The Company also offers satellite and other wireless networks and secure networking systems, products and services.",http://www.viasat.com,VSAT.png,Mark D. Dankberg,Nasdaq Global Select,3842667752,Technology,Technology,Communication Equipment,
