Member_number,Date,itemDescription
2485,24/3/2015,hard cheese
2365,11/6/2015,candles
2602,8/2/2015,margarine
2391,5/12/2015,bottled beer
3483,8/9/2015,dishes
2512,31/1/2015,rolls/buns
2652,1/8/2015,kitchen towels
1777,3/12/2015,misc. beverages
4007,23/12/2015,white bread
2653,17/4/2015,chocolate
2703,21/9/2015,soups
4322,14/11/2015,canned beer
2270,4/2/2015,bottled water
2306,9/10/2015,shopping bags
1539,27/9/2015,rolls/buns
2517,12/12/2015,whole milk
3254,19/10/2015,cream cheese 
1711,21/3/2015,shopping bags
2560,7/6/2015,rolls/buns
4891,6/10/2015,rolls/buns
1622,12/2/2015,margarine
1028,2/6/2015,flower (seeds)
1416,22/8/2015,oil
1037,16/12/2015,canned beer
4293,23/4/2015,Instant food products
3054,9/4/2015,misc. beverages
4467,23/4/2015,newspapers
4811,2/11/2015,rolls/buns
4749,15/2/2015,detergent
1825,21/11/2015,oil
4685,19/7/2015,sugar
3621,14/7/2015,whipped/sour cream
3219,4/8/2015,dishes
1444,29/12/2015,margarine
1698,22/7/2015,brown bread
3328,15/4/2015,rice
3704,30/4/2015,newspapers
4124,9/9/2015,shopping bags
4357,10/10/2015,house keeping products
2073,30/4/2015,chocolate
4192,12/9/2015,sugar
3890,26/10/2015,canned fish
3147,24/12/2015,sauces
4550,30/1/2015,detergent
3183,7/8/2015,fruit/vegetable juice
1878,17/10/2015,misc. beverages
2523,12/2/2015,soda
2227,20/6/2015,mustard
2267,26/2/2015,other vegetables
4806,27/10/2015,yogurt
2422,11/11/2015,misc. beverages
1164,30/3/2015,canned vegetables
3096,23/6/2015,oil
1821,21/5/2015,long life bakery product
2298,6/10/2015,misc. beverages
4515,10/5/2015,yogurt
3079,10/3/2015,soda
3352,13/6/2015,yogurt
1545,17/10/2015,semi-finished bread
2999,3/8/2015,meat spreads
1230,19/11/2015,misc. beverages
2578,25/1/2015,bottled water
4611,27/8/2015,bottled water
3575,24/1/2015,sugar
2517,29/9/2015,other vegetables
2471,19/3/2015,misc. beverages
2560,19/6/2015,sweet spreads
4492,14/6/2015,soda
1217,18/2/2015,pastry
2950,10/10/2015,roll products 
4337,26/10/2015,napkins
2599,27/1/2015,salty snack
2924,19/11/2015,sugar
3734,5/9/2015,butter milk
3985,24/7/2015,candy
1823,11/11/2015,hygiene articles
1722,27/8/2015,pastry
3818,29/3/2015,soda
4924,11/6/2015,yogurt
3194,3/5/2015,napkins
2156,7/8/2015,bottled water
3182,5/5/2015,sweet spreads
2902,16/8/2015,chocolate
3450,24/12/2015,butter
4262,11/9/2015,whole milk
1276,28/8/2015,semi-finished bread
2184,23/1/2015,rolls/buns
1670,30/6/2015,newspapers
1198,31/1/2015,newspapers
1858,25/1/2015,hygiene articles
1404,16/1/2015,semi-finished bread
2899,9/11/2015,pot plants
2057,13/11/2015,shopping bags
2799,27/2/2015,bottled water
4913,1/8/2015,brown bread
2413,26/6/2015,domestic eggs
4819,20/9/2015,bottled water
3014,15/7/2015,cream cheese 
1419,7/4/2015,newspapers
2589,29/4/2015,cereals
3648,2/6/2015,cream cheese 
1349,13/12/2015,butter
2706,3/10/2015,bottled water
1144,16/1/2015,white bread
1275,7/5/2015,dessert
1851,11/7/2015,beverages
2305,28/9/2015,mustard
1905,18/10/2015,cream cheese 
3732,6/12/2015,yogurt
2724,30/4/2015,semi-finished bread
3245,19/3/2015,margarine
2005,20/4/2015,soda
4643,10/8/2015,flour
2538,27/7/2015,bottled water
1173,7/2/2015,rolls/buns
1703,15/2/2015,mustard
3347,24/1/2015,other vegetables
1561,25/7/2015,long life bakery product
1632,27/8/2015,soda
2995,18/2/2015,flour
1318,26/9/2015,flour
1133,26/2/2015,rice
2357,3/8/2015,canned fish
4007,13/3/2015,cream cheese 
2383,2/1/2015,specialty chocolate
3128,30/8/2015,brown bread
1372,25/4/2015,fruit/vegetable juice
1839,16/8/2015,napkins
3567,17/2/2015,napkins
3573,3/4/2015,sliced cheese
3765,12/6/2015,mustard
2875,12/3/2015,curd
3737,21/11/2015,soda
3535,28/2/2015,whole milk
4288,13/11/2015,pastry
1334,7/3/2015,butter
2046,28/2/2015,tea
1922,7/10/2015,butter
2184,19/9/2015,yogurt
2632,23/9/2015,canned vegetables
2108,1/10/2015,mayonnaise
2547,24/11/2015,butter
4720,12/2/2015,rolls/buns
4008,19/5/2015,margarine
1438,28/11/2015,sliced cheese
3027,14/9/2015,baking powder
1342,7/1/2015,rice
4952,26/8/2015,whole milk
1218,20/8/2015,frozen fish
4804,19/11/2015,domestic eggs
3319,17/11/2015,napkins
2459,22/9/2015,cat food
1123,31/1/2015,cling film/bags
1827,1/7/2015,yogurt
4769,20/9/2015,bottled beer
3769,27/2/2015,hygiene articles
4713,28/1/2015,herbs
1741,20/12/2015,curd
4238,12/12/2015,cereals
4051,28/1/2015,napkins
4960,19/8/2015,bottled water
4602,26/8/2015,coffee
3549,12/2/2015,rolls/buns
2746,29/5/2015,detergent
2444,17/6/2015,fruit/vegetable juice
3196,4/11/2015,shopping bags
4672,5/11/2015,fruit/vegetable juice
3308,8/3/2015,soda
3328,16/8/2015,domestic eggs
4923,23/9/2015,canned fruit
2981,11/5/2015,pickled vegetables
3615,2/9/2015,brown bread
1620,22/3/2015,napkins
2583,15/2/2015,salt
1362,6/10/2015,bottled water
2462,8/1/2015,candy
3198,23/6/2015,dish cleaner
3296,22/5/2015,baking powder
3447,3/9/2015,zwieback
4001,30/3/2015,candy
2082,21/6/2015,bottled water
1679,8/12/2015,salty snack
3605,5/4/2015,soda
3762,4/1/2015,frozen meals
2375,3/9/2015,rolls/buns
1617,30/3/2015,waffles
3399,9/4/2015,fruit/vegetable juice
1570,15/3/2015,waffles
1583,24/3/2015,hygiene articles
3348,5/12/2015,margarine
1427,10/1/2015,frozen meals
3041,27/8/2015,baking powder
1661,8/11/2015,shopping bags
1076,12/6/2015,bottled water
3545,29/9/2015,cereals
3593,10/9/2015,other vegetables
3891,16/2/2015,fruit/vegetable juice
2115,18/11/2015,cling film/bags
2480,26/3/2015,fruit/vegetable juice
1532,20/6/2015,napkins
2530,13/6/2015,cling film/bags
1803,12/5/2015,Instant food products
2604,20/9/2015,dishes
3595,21/3/2015,waffles
1442,30/3/2015,long life bakery product
1515,9/11/2015,hard cheese
2899,24/11/2015,rolls/buns
1845,7/8/2015,mayonnaise
4334,28/4/2015,fruit/vegetable juice
3885,13/4/2015,rolls/buns
1474,2/6/2015,misc. beverages
4783,21/2/2015,coffee
1379,6/2/2015,white bread
4217,17/6/2015,rolls/buns
4281,14/9/2015,canned beer
2690,1/5/2015,white wine
2543,23/5/2015,sauces
2300,28/4/2015,hygiene articles
4302,5/4/2015,newspapers
1930,15/11/2015,fruit/vegetable juice
2834,2/12/2015,napkins
2307,26/5/2015,bottled beer
3894,25/1/2015,pastry
1467,20/8/2015,newspapers
3952,30/10/2015,meat spreads
3016,1/12/2015,sugar
2118,18/7/2015,coffee
1940,14/2/2015,domestic eggs
1430,4/9/2015,salt
2738,11/4/2015,rolls/buns
1565,30/11/2015,whole milk
4755,27/12/2015,baking powder
1410,8/11/2015,salty snack
3829,2/8/2015,coffee
3086,4/4/2015,newspapers
4780,9/6/2015,ketchup
4085,29/9/2015,newspapers
3236,26/1/2015,waffles
2040,31/5/2015,popcorn
2370,4/2/2015,cleaner
4249,27/2/2015,shopping bags
2836,14/8/2015,napkins
1220,1/1/2015,chocolate
3520,2/1/2015,shopping bags
2566,31/1/2015,specialty cheese
2655,5/1/2015,shopping bags
4147,18/4/2015,newspapers
3364,30/8/2015,specialty bar
2370,14/1/2015,fruit/vegetable juice
3809,8/2/2015,oil
3744,6/11/2015,liqueur
1588,19/1/2015,dishes
4304,1/2/2015,sugar
2240,20/9/2015,brown bread
3175,5/6/2015,zwieback
1231,27/10/2015,flour
3599,11/6/2015,margarine
3738,1/4/2015,frozen vegetables
1593,8/8/2015,rolls/buns
1319,10/1/2015,soda
2105,21/1/2015,shopping bags
2056,3/7/2015,soda
3139,21/4/2015,whipped/sour cream
1098,19/1/2015,cat food
2601,22/10/2015,pastry
2694,19/6/2015,root vegetables
4524,26/12/2015,whipped/sour cream
1165,13/4/2015,chocolate
3705,7/9/2015,rolls/buns
1634,28/5/2015,whole milk
2030,4/9/2015,salty snack
4989,19/6/2015,white bread
1715,4/7/2015,shopping bags
4552,13/8/2015,bottled beer
1303,29/3/2015,bottled beer
1430,9/2/2015,cake bar
4559,12/5/2015,coffee
3848,18/11/2015,hard cheese
2162,19/6/2015,soft cheese
3719,17/12/2015,whole milk
3153,28/4/2015,yogurt
4462,2/4/2015,rolls/buns
2420,27/9/2015,shopping bags
3971,17/6/2015,domestic eggs
1611,26/2/2015,coffee
1225,26/2/2015,flour
1554,21/5/2015,newspapers
4624,27/11/2015,shopping bags
3337,10/6/2015,shopping bags
2265,25/9/2015,bathroom cleaner
4999,24/1/2015,napkins
4102,3/11/2015,whipped/sour cream
3853,4/7/2015,dessert
2265,13/6/2015,soft cheese
2452,11/8/2015,shopping bags
2829,19/12/2015,detergent
3926,20/8/2015,chocolate
3960,21/10/2015,sugar
3980,16/9/2015,canned fish
1116,29/1/2015,hard cheese
2663,21/10/2015,bottled beer
2164,24/11/2015,butter milk
3950,12/5/2015,detergent
1252,13/4/2015,dishes
4804,27/12/2015,pastry
4041,7/9/2015,rolls/buns
1894,4/8/2015,napkins
4977,20/8/2015,domestic eggs
2171,3/9/2015,bottled beer
3417,15/12/2015,sliced cheese
1175,10/6/2015,yogurt
4946,17/2/2015,chocolate
4662,27/6/2015,shopping bags
2869,10/12/2015,newspapers
4053,22/3/2015,vinegar
4574,30/11/2015,mustard
1110,15/11/2015,dishes
4700,4/3/2015,chewing gum
2565,29/4/2015,bottled beer
2468,13/3/2015,fruit/vegetable juice
4836,13/11/2015,soda
3504,22/9/2015,soda
1333,3/4/2015,chocolate
4039,27/12/2015,misc. beverages
2077,15/5/2015,specialty bar
3519,13/12/2015,sugar
2989,30/1/2015,whole milk
3737,5/5/2015,pudding powder
3558,19/9/2015,whipped/sour cream
3036,13/7/2015,other vegetables
3180,3/7/2015,newspapers
2978,9/5/2015,sugar
3985,23/10/2015,baking powder
4903,8/12/2015,hard cheese
2835,9/10/2015,newspapers
3783,22/6/2015,whipped/sour cream
1486,14/12/2015,other vegetables
4589,8/10/2015,napkins
1132,19/2/2015,salty snack
4827,27/11/2015,pudding powder
3361,28/6/2015,specialty bar
4681,11/9/2015,bottled beer
4197,26/10/2015,soda
3701,22/1/2015,shopping bags
4195,1/10/2015,rolls/buns
3429,1/4/2015,newspapers
2430,20/1/2015,chocolate
4330,8/4/2015,semi-finished bread
1783,18/3/2015,shopping bags
4025,4/11/2015,shopping bags
3399,19/7/2015,shopping bags
4766,3/1/2015,shopping bags
3562,13/8/2015,hygiene articles
2447,21/1/2015,napkins
1396,22/7/2015,chocolate
4633,26/4/2015,pickled vegetables
4695,5/1/2015,shopping bags
1706,14/8/2015,light bulbs
3872,23/11/2015,bottled water
1444,14/10/2015,brown bread
4753,8/11/2015,sugar
4580,29/11/2015,specialty cheese
2516,3/4/2015,newspapers
2415,8/8/2015,bottled beer
3925,25/3/2015,curd
4996,24/11/2015,soda
4569,27/7/2015,butter milk
3509,11/4/2015,specialty chocolate
2252,8/10/2015,bottled water
1634,9/2/2015,pet care
4112,27/4/2015,rolls/buns
4042,8/8/2015,beverages
4473,26/6/2015,packaged fruit/vegetables
3878,30/4/2015,sweet spreads
2266,30/9/2015,soft cheese
3304,30/11/2015,whipped/sour cream
3757,4/2/2015,pet care
3440,21/12/2015,male cosmetics
4328,4/2/2015,shopping bags
3737,6/12/2015,shopping bags
3948,15/6/2015,cleaner
3682,5/3/2015,chocolate
2827,31/10/2015,newspapers
2650,5/10/2015,white wine
1360,16/12/2015,soda
3679,23/12/2015,domestic eggs
4137,7/3/2015,shopping bags
4235,19/12/2015,nut snack
3193,31/1/2015,oil
1332,2/12/2015,mayonnaise
4821,28/11/2015,shopping bags
1837,9/7/2015,fruit/vegetable juice
3665,23/9/2015,shopping bags
2659,8/5/2015,shopping bags
1322,9/1/2015,shopping bags
1599,29/5/2015,shopping bags
2933,6/4/2015,sweet spreads
3963,21/2/2015,red/blush wine
4178,3/6/2015,chewing gum
1052,27/10/2015,detergent
4693,18/8/2015,other vegetables
1329,2/2/2015,dishes
3128,13/6/2015,whipped/sour cream
1175,30/6/2015,butter
2211,31/3/2015,meat spreads
2093,12/6/2015,bottled beer
4284,14/10/2015,pastry
4449,30/3/2015,fruit/vegetable juice
4269,1/4/2015,whipped/sour cream
1962,5/4/2015,rolls/buns
2250,4/10/2015,soft cheese
1743,13/11/2015,pastry
1583,28/7/2015,honey
4295,26/10/2015,bottled water
1183,29/6/2015,spread cheese
2729,21/3/2015,candy
4035,3/8/2015,packaged fruit/vegetables
1608,6/8/2015,canned beer
1793,3/7/2015,chocolate
2210,9/7/2015,fruit/vegetable juice
1885,3/7/2015,soda
1078,28/10/2015,coffee
1016,30/9/2015,mayonnaise
3077,29/5/2015,butter
3551,1/5/2015,cereals
1158,17/10/2015,rolls/buns
2443,20/6/2015,waffles
1395,15/1/2015,fruit/vegetable juice
2454,10/11/2015,fruit/vegetable juice
3472,30/4/2015,misc. beverages
3547,28/11/2015,whole milk
1038,21/2/2015,fruit/vegetable juice
3915,11/9/2015,soda
2719,19/4/2015,sugar
2234,23/12/2015,sugar
1565,14/12/2015,cat food
1328,24/3/2015,butter
3398,18/1/2015,chocolate
3687,12/2/2015,soda
1572,23/5/2015,specialty bar
3434,10/6/2015,soda
3438,27/12/2015,cling film/bags
1140,1/5/2015,waffles
1051,12/10/2015,female sanitary products
3071,26/3/2015,pastry
3872,28/3/2015,dental care
4215,30/6/2015,misc. beverages
3806,15/3/2015,soft cheese
1869,16/5/2015,brown bread
1668,5/5/2015,frozen meals
1163,14/12/2015,bottled water
1664,1/10/2014,soda
3942,16/12/2014,cling film/bags
2638,10/10/2014,mayonnaise
4735,10/10/2014,frozen fish
3745,9/12/2014,other vegetables
1817,15/11/2014,canned vegetables
2864,16/10/2014,fruit/vegetable juice
1748,14/8/2014,pasta
3360,30/8/2014,whipped/sour cream
1849,6/10/2014,shopping bags
3438,11/6/2014,margarine
4594,28/5/2014,tea
1632,16/2/2014,soda
4297,29/8/2014,other vegetables
4539,14/4/2014,fruit/vegetable juice
4762,25/6/2014,yogurt
4153,14/2/2014,flour
1500,20/6/2014,soups
1895,22/7/2014,onions
1466,3/2/2014,brown bread
2233,24/4/2014,domestic eggs
3057,28/1/2014,soda
3308,21/8/2014,brown bread
3241,8/1/2014,brown bread
1947,27/2/2014,margarine
2589,4/10/2014,artif. sweetener
3127,25/2/2014,bottled beer
2138,13/5/2014,canned beer
2495,31/1/2014,snack products
3590,29/3/2014,meat spreads
4037,5/5/2014,oil
4968,4/3/2014,margarine
1612,8/10/2014,oil
4741,10/12/2014,chewing gum
2899,8/1/2014,soda
4206,18/9/2014,rolls/buns
3705,17/8/2014,yogurt
2832,29/7/2014,domestic eggs
4054,5/10/2014,napkins
1595,17/7/2014,whole milk
4821,2/9/2014,domestic eggs
1336,23/1/2014,napkins
2446,19/1/2014,whipped/sour cream
1033,21/4/2014,rolls/buns
1447,5/6/2014,fruit/vegetable juice
1185,14/8/2014,frozen meals
1410,6/1/2014,rum
4588,28/7/2014,whipped/sour cream
2732,31/1/2014,brown bread
1473,10/10/2014,long life bakery product
2029,21/10/2014,dish cleaner
2799,31/7/2014,pot plants
4579,19/1/2014,yogurt
1041,13/6/2014,candy
1877,30/9/2014,whole milk
4191,14/3/2014,cat food
3649,7/11/2014,chocolate
2706,24/2/2014,liquor
3821,26/2/2014,yogurt
3917,14/2/2014,soda
4464,27/7/2014,rolls/buns
1935,30/6/2014,processed cheese
1783,22/7/2014,white bread
3817,23/8/2014,domestic eggs
4162,15/4/2014,napkins
1653,18/7/2014,frozen meals
1686,12/4/2014,candles
2549,5/9/2014,soda
1380,22/4/2014,cat food
3315,27/12/2014,yogurt
4931,23/2/2014,salty snack
4849,14/4/2014,sliced cheese
2984,7/7/2014,soda
1262,12/7/2014,sugar
2561,27/11/2014,flour
2755,2/1/2014,whole milk
1747,7/1/2014,frozen vegetables
1913,31/8/2014,soap
3090,3/10/2014,pasta
4369,27/10/2014,whole milk
4872,20/10/2014,margarine
3918,4/5/2014,specialty cheese
1758,21/9/2014,whipped/sour cream
2328,22/1/2014,candy
3570,5/6/2014,butter
4753,11/10/2014,frozen potato products
1815,4/12/2014,pastry
4372,11/9/2014,dessert
1287,8/7/2014,frozen meals
4938,5/1/2014,UHT-milk
4164,8/9/2014,dessert
4410,24/5/2014,onions
2609,4/6/2014,semi-finished bread
2293,31/3/2014,napkins
4049,6/7/2014,beverages
2240,2/10/2014,sugar
3197,1/3/2014,margarine
1223,5/9/2014,UHT-milk
2186,12/4/2014,whipped/sour cream
4137,15/12/2014,oil
3284,25/3/2014,pot plants
3190,13/4/2014,bottled beer
3059,15/6/2014,frozen vegetables
2441,28/8/2014,hard cheese
3645,22/8/2014,sugar
2246,21/1/2014,newspapers
4431,12/6/2014,soda
3047,16/8/2014,condensed milk
1866,29/8/2014,yogurt
3138,13/10/2014,margarine
2078,14/5/2014,cream cheese 
3142,6/5/2014,soda
4262,3/6/2014,whipped/sour cream
4872,13/2/2014,domestic eggs
1985,18/5/2014,dessert
2458,20/11/2014,cat food
2540,29/1/2014,cling film/bags
3194,26/7/2014,pastry
3071,18/4/2014,specialty bar
4181,7/9/2014,rolls/buns
2033,29/11/2014,whole milk
3306,11/12/2014,canned beer
1658,9/8/2014,female sanitary products
3884,12/10/2014,butter
1215,30/7/2014,shopping bags
2477,30/9/2014,rolls/buns
3971,4/2/2014,whole milk
3644,20/2/2014,candles
3370,24/11/2014,soda
3295,7/6/2014,chocolate marshmallow
4325,11/12/2014,oil
3089,27/10/2014,hygiene articles
4758,1/4/2014,white bread
3748,16/2/2014,brown bread
1249,11/10/2014,bottled beer
4056,16/6/2014,yogurt
4673,23/6/2014,flour
4589,24/1/2014,yogurt
1995,4/11/2014,white bread
2663,30/3/2014,packaged fruit/vegetables
4713,27/6/2014,newspapers
3353,24/1/2014,sparkling wine
1043,16/6/2014,chocolate marshmallow
3227,1/3/2014,seasonal products
3210,21/12/2014,hard cheese
4696,8/9/2014,whole milk
4573,24/3/2014,soda
4409,6/5/2014,kitchen towels
2994,12/7/2014,long life bakery product
4233,18/1/2014,packaged fruit/vegetables
2353,18/1/2014,cereals
4561,25/2/2014,fruit/vegetable juice
1182,16/11/2014,canned fish
1223,18/11/2014,yogurt
3837,1/12/2014,hard cheese
1268,30/1/2014,brown bread
1649,24/11/2014,newspapers
1113,7/1/2014,newspapers
3248,25/10/2014,other vegetables
3803,17/6/2014,rolls/buns
2389,13/10/2014,whole milk
4266,29/11/2014,frozen vegetables
2719,16/2/2014,hygiene articles
1679,19/8/2014,whipped/sour cream
3861,18/3/2014,root vegetables
3402,26/12/2014,bottled water
3559,12/11/2014,napkins
4958,10/5/2014,specialty chocolate
4780,9/3/2014,candy
4162,16/2/2014,margarine
3813,25/12/2014,rolls/buns
4624,22/4/2014,pot plants
2004,14/9/2014,pastry
3978,6/9/2014,mustard
4124,27/7/2014,domestic eggs
4280,1/3/2014,specialty chocolate
3279,26/11/2014,candy
4649,10/9/2014,waffles
2293,26/8/2014,house keeping products
3030,2/5/2014,dish cleaner
4856,8/7/2014,sugar
3917,30/5/2014,detergent
1486,30/11/2014,oil
2334,2/3/2014,soda
2097,14/3/2014,dog food
4169,4/4/2014,napkins
4821,20/4/2014,yogurt
1487,9/4/2014,fruit/vegetable juice
3308,12/4/2014,chewing gum
2611,26/4/2014,packaged fruit/vegetables
3203,4/3/2014,other vegetables
4166,7/12/2014,whole milk
1010,5/3/2014,UHT-milk
4890,30/11/2014,sugar
3763,4/2/2014,bottled water
1867,22/2/2014,sliced cheese
1532,11/10/2014,yogurt
2923,11/3/2014,napkins
3489,11/1/2014,popcorn
4370,27/5/2014,pastry
1086,26/9/2014,margarine
4156,13/12/2014,butter milk
2310,21/3/2014,shopping bags
1073,5/6/2014,domestic eggs
4818,7/1/2014,sliced cheese
2724,23/4/2014,rolls/buns
2570,29/7/2014,long life bakery product
4495,25/5/2014,oil
1423,26/2/2014,shopping bags
3119,28/6/2015,candy
4015,27/3/2015,brown bread
2869,29/4/2015,yogurt
4814,12/2/2015,coffee
2978,25/11/2015,pip fruit
4789,9/4/2015,specialty cheese
2151,3/8/2015,soda
2390,21/8/2015,yogurt
3634,2/12/2015,bottled water
3394,13/12/2015,waffles
1874,8/6/2015,baking powder
4671,1/8/2015,rolls/buns
3647,3/3/2015,specialty chocolate
1275,17/2/2015,mustard
3306,28/9/2015,frozen vegetables
1087,19/3/2015,chocolate
3210,23/12/2015,whole milk
1136,3/1/2015,brown bread
3050,21/6/2015,pickled vegetables
4406,1/2/2015,artif. sweetener
4277,9/8/2015,soda
2500,6/12/2015,pickled vegetables
4704,19/8/2015,whole milk
4470,23/12/2015,red/blush wine
4747,24/8/2015,shopping bags
2550,20/4/2015,butter
4783,10/10/2015,kitchen towels
2117,7/11/2015,salt
4510,3/9/2015,shopping bags
4258,11/12/2015,candy
3535,18/1/2015,specialty chocolate
3095,16/8/2015,curd
4625,7/4/2015,bottled water
2014,23/6/2015,oil
1677,9/12/2015,prosecco
4743,4/7/2015,chocolate marshmallow
4212,31/3/2015,soft cheese
1087,14/8/2015,cake bar
3682,12/10/2015,waffles
2406,10/3/2015,pastry
3915,21/1/2015,bottled beer
1901,4/5/2015,chocolate
4992,23/5/2015,specialty bar
4308,7/4/2015,shopping bags
1566,5/6/2015,shopping bags
2839,31/10/2015,candy
4666,19/10/2015,shopping bags
2325,16/4/2015,jam
4238,8/3/2015,hygiene articles
1983,20/5/2015,processed cheese
4798,21/11/2015,yogurt
3703,16/6/2015,white bread
1456,19/7/2015,domestic eggs
3309,2/9/2015,frozen dessert
1983,9/8/2015,ice cream
2676,7/4/2015,white wine
1017,30/9/2015,shopping bags
3793,7/8/2015,newspapers
1609,3/5/2015,white wine
3459,23/1/2015,whole milk
1192,9/1/2015,fruit/vegetable juice
3044,5/1/2015,brown bread
3661,27/11/2015,shopping bags
1188,9/1/2015,soda
1865,2/8/2015,white bread
1692,28/6/2015,other vegetables
3577,12/5/2015,whipped/sour cream
4951,13/3/2015,seasonal products
1714,2/8/2015,soda
1610,26/5/2015,oil
4652,8/4/2015,pot plants
4020,11/4/2015,napkins
2633,27/11/2015,waffles
4305,24/7/2015,newspapers
2416,15/2/2015,bags
3124,9/4/2015,rolls/buns
1422,31/5/2015,rolls/buns
2101,7/1/2015,chocolate
2876,30/10/2015,fruit/vegetable juice
2684,11/1/2015,salt
2377,16/4/2015,mustard
2394,17/2/2015,meat spreads
4320,13/1/2015,butter
1009,5/10/2015,newspapers
1460,13/1/2015,napkins
1821,20/4/2015,misc. beverages
3182,15/10/2015,pastry
1526,26/11/2015,yogurt
2070,16/7/2015,soda
2534,18/5/2015,soda
3794,28/4/2015,soda
1405,28/2/2015,artif. sweetener
4544,7/1/2015,ketchup
2494,10/6/2015,yogurt
3322,2/2/2015,specialty bar
3655,16/2/2015,brown bread
2918,8/4/2015,napkins
2584,31/3/2015,shopping bags
2212,16/4/2015,salt
3176,1/8/2015,margarine
4564,13/6/2015,white bread
4556,17/8/2015,long life bakery product
4573,10/10/2015,margarine
2781,10/4/2015,chocolate
3316,3/1/2015,abrasive cleaner
1827,2/5/2015,cat food
4889,3/2/2015,bottled water
3548,1/6/2015,instant coffee
2736,17/7/2015,curd
4927,19/10/2015,whole milk
3214,22/12/2015,frozen meals
3275,18/6/2015,sugar
2909,8/5/2015,female sanitary products
4226,6/12/2015,frozen meals
1622,11/3/2015,soda
1395,12/10/2015,newspapers
2938,6/6/2015,whipped/sour cream
3674,13/8/2015,bottled water
2063,8/11/2015,sugar
4214,7/10/2015,rolls/buns
3042,16/1/2015,curd cheese
3877,17/9/2015,detergent
2168,25/11/2015,waffles
1503,12/5/2015,dishes
2769,23/4/2015,root vegetables
4933,27/2/2015,domestic eggs
3082,22/5/2015,bottled water
1422,1/1/2015,salty snack
3139,26/2/2015,abrasive cleaner
2200,8/3/2015,sugar
4670,31/8/2015,newspapers
2053,21/9/2015,rolls/buns
4847,3/2/2015,margarine
1185,24/8/2015,chocolate
4656,25/12/2015,newspapers
2741,11/9/2015,canned vegetables
2654,17/8/2015,coffee
2010,19/12/2015,waffles
1500,26/9/2014,pasta
3855,15/7/2014,specialty bar
2037,5/5/2014,napkins
4907,1/2/2014,bottled beer
2055,14/12/2014,newspapers
1133,21/3/2014,shopping bags
3099,16/12/2014,cream cheese 
4261,13/6/2014,rolls/buns
2276,25/7/2014,fruit/vegetable juice
2584,2/4/2014,bottled beer
1544,1/5/2014,shopping bags
4416,3/9/2014,butter
3727,2/5/2014,beverages
1059,14/6/2014,cling film/bags
1999,30/4/2014,cream cheese 
2584,19/6/2014,flower (seeds)
3528,7/9/2014,salty snack
3782,25/4/2014,rolls/buns
4453,20/3/2014,napkins
1881,15/2/2014,frozen dessert
4122,20/10/2014,bottled water
4874,21/2/2014,bottled water
1410,7/2/2014,soups
3357,19/5/2014,hygiene articles
1554,27/10/2014,brown bread
1652,5/5/2014,semi-finished bread
4251,1/7/2014,rolls/buns
4316,3/5/2014,soda
1491,4/8/2014,pickled vegetables
1522,11/10/2014,napkins
1927,20/6/2014,flour
3668,24/10/2014,rolls/buns
4385,5/8/2014,abrasive cleaner
3005,26/11/2014,margarine
2132,24/1/2014,chocolate
2484,16/7/2014,waffles
2264,22/7/2014,dish cleaner
3045,16/8/2014,chewing gum
4297,30/5/2014,brown bread
1050,30/5/2014,cat food
3718,7/7/2014,hygiene articles
1423,13/10/2014,syrup
1071,26/9/2014,fruit/vegetable juice
1399,5/4/2014,softener
2892,19/8/2014,coffee
2396,19/8/2014,margarine
3663,2/1/2014,roll products 
4139,25/3/2014,bottled water
4044,8/7/2014,semi-finished bread
3639,20/1/2014,hygiene articles
1753,3/10/2014,sliced cheese
1835,8/7/2014,rice
1783,14/2/2014,misc. beverages
3863,1/9/2014,shopping bags
1229,3/9/2014,frozen potato products
2470,1/5/2014,red/blush wine
1828,6/1/2014,rolls/buns
3360,12/4/2014,candles
4690,6/3/2014,sliced cheese
4814,8/1/2014,hygiene articles
3099,10/2/2014,frozen dessert
3961,23/6/2014,bottled water
1948,2/11/2014,pastry
4414,15/10/2014,bottled water
2906,13/11/2014,bottled beer
2017,7/10/2014,seasonal products
2086,18/6/2014,detergent
3082,10/11/2014,pickled vegetables
4574,1/5/2014,bottled water
3696,5/4/2014,frozen vegetables
1653,23/4/2014,flour
2930,3/4/2014,coffee
3602,7/10/2014,margarine
1103,28/7/2014,tea
3223,6/8/2014,liquor
4788,9/9/2014,shopping bags
3358,22/10/2014,chocolate
4133,2/2/2014,soda
4160,10/7/2014,dish cleaner
2080,23/7/2014,long life bakery product
1877,22/6/2014,waffles
2243,1/10/2014,candles
2738,16/1/2014,sugar
3869,12/8/2014,chocolate
2924,26/5/2014,shopping bags
4613,4/10/2014,newspapers
3421,18/10/2014,organic products
4764,28/8/2014,whipped/sour cream
4800,27/10/2014,cat food
1288,20/8/2014,napkins
2194,6/6/2014,soda
2072,12/8/2014,yogurt
2950,3/2/2014,long life bakery product
1681,6/7/2014,bottled water
3957,20/7/2014,bottled water
1004,13/10/2014,rolls/buns
4048,12/4/2014,rolls/buns
2309,17/4/2014,newspapers
3238,6/2/2014,newspapers
3613,20/10/2014,flour
1716,11/8/2014,bottled water
3669,25/6/2014,shopping bags
4806,13/9/2014,domestic eggs
1434,13/11/2014,candles
3977,1/2/2014,frozen meals
4086,14/1/2014,napkins
3357,22/6/2014,mustard
